"","Species","Phylum","Class"
"25727","Renocila bowmani","Arthropoda","Malacostraca"
"25728","Mesanthura bivittata","Arthropoda","Malacostraca"
"25729","Heptanthura scopulosa","Arthropoda","Malacostraca"
"25730","Oligobrachia erythrocephala","Annelida","Polychaeta"
"25731","Apionsoma (Edmondsius) pectinatum","Annelida",NA
"25732","Pristigasteridae","Chordata","Teleostei"
"25733","Bellonella","Cnidaria","Anthozoa"
"25734","Ephippus","Chordata","Teleostei"
"25735","Lucayablennius","Chordata","Teleostei"
"25736","Citharichthys minutus","Chordata","Teleostei"
"25737","Evermannichthys bicolor","Chordata","Teleostei"
"25738","Fowleria punctulata","Chordata","Teleostei"
"25739","Penetopteryx nanus","Chordata","Teleostei"
"25740","Atractodenchelys phrix","Chordata","Teleostei"
"25741","Iridogorgia splendens","Cnidaria","Anthozoa"
"25742","Diplodus caudimacula","Chordata","Teleostei"
"25743","Americonuphis","Annelida","Polychaeta"
"25744","Gymnonereis","Annelida","Polychaeta"
"25745","Aonidella","Annelida","Polychaeta"
"25746","Anamobaea orstedii","Annelida","Polychaeta"
"25747","Arichlidon gathofi","Annelida","Polychaeta"
"25748","Thelepus crassibranchiatus","Annelida","Polychaeta"
"25749","Zioella pavonina","Tardigrada","Heterotardigrada"
"25750","Ectinosoma virginensis","Arthropoda","Copepoda"
"25751","Halicyclops cenoticola","Arthropoda","Copepoda"
"25752","Paguristes lapillatus","Arthropoda","Malacostraca"
"25753","Paguristes sayi","Arthropoda","Malacostraca"
"25754","Hoplometopus holthuisi","Arthropoda","Malacostraca"
"25755","Armina juliana","Mollusca","Gastropoda"
"25756","Polydesmida","Arthropoda","Diplopoda"
"25757","Cathorops aguadulce","Chordata","Teleostei"
"25758","Laevityphis","Mollusca","Gastropoda"
"25759","Odontodactylus cultrifer","Arthropoda","Malacostraca"
"25760","Perotrochus","Mollusca","Gastropoda"
"25761","Arcinella","Mollusca","Bivalvia"
"25762","Trapezioplax","Arthropoda","Malacostraca"
"25763","Vermicularia knorrii","Mollusca","Gastropoda"
"25764","Macromphalina floridana","Mollusca","Gastropoda"
"25765","Elysia patina","Mollusca","Gastropoda"
"25766","Jouannetia quillingi","Mollusca","Bivalvia"
"25767","Asteropella maclaughlinae","Arthropoda","Ostracoda"
"25768","Synalpheus hemphilli","Arthropoda","Malacostraca"
"25769","Uhlias limbatus","Arthropoda","Malacostraca"
"25770","Coccometra hagenii","Echinodermata","Crinoidea"
"25771","Ophiomyces mirabilis","Echinodermata","Ophiuroidea"
"25772","Mercenaria campechiensis","Mollusca","Bivalvia"
"25773","Deutella mayeri","Arthropoda","Malacostraca"
"25774","Glyphostoma claudoni","Mollusca","Gastropoda"
"25775","Neophrissospongia tubulata","Porifera","Demospongiae"
"25776","Oppiidae","Arthropoda","Arachnida"
"25777","Eusarsiella absens","Arthropoda","Ostracoda"
"25778","Desmodorida","Nematoda","Chromadorea"
"25779","Tubulipora aliciae","Bryozoa","Stenolaemata"
"25780","Volvarina pauli","Mollusca","Gastropoda"
"25781","Neocallichirus nickellae","Arthropoda","Malacostraca"
"25782","Humesiana carltoni","Arthropoda","Malacostraca"
"25783","Elysia evelinae","Mollusca","Gastropoda"
"25784","Alpheus felgenhaueri","Arthropoda","Malacostraca"
"25785","Lysmata ankeri","Arthropoda","Malacostraca"
"25786","Timothynus","Mollusca","Bivalvia"
"25787","Caecum zaagmani","Mollusca","Gastropoda"
"25788","Clathrodrillia tryoni","Mollusca","Gastropoda"
"25789","Pontogeneia bartschi","Arthropoda","Malacostraca"
"25790","Parapinnanema ritae","Nematoda","Chromadorea"
"25791","Triphora oreada","Mollusca","Gastropoda"
"25792","Bunodosoma sphaerulatum","Cnidaria","Anthozoa"
"25793","Ophioplinthaca grenadensis","Echinodermata","Ophiuroidea"
"25794","Siphonodictyon ruetzleri","Porifera","Demospongiae"
"25795","Harmothoe augeneri","Annelida","Polychaeta"
"25796","Streblosoma tenhovei","Annelida","Polychaeta"
"25797","Muricopsis schrammi","Mollusca","Gastropoda"
"25798","Wigginsia curlewensis","Porifera","Demospongiae"
"25799","Rhaphidhistia belizensis","Porifera","Demospongiae"
"25800","Rissoina tenuistriata","Mollusca","Gastropoda"
"25801","Prionospio caribensis","Annelida","Polychaeta"
"25802","Mesothuria verrilli","Echinodermata","Holothuroidea"
"25803","Neopetrosia ovata","Porifera","Demospongiae"
"25804","Neopetrosia dutchi","Porifera","Demospongiae"
"25805","Calyx magnoculata","Porifera","Demospongiae"
"25806","Characella poecillastroides","Porifera","Demospongiae"
"25807","Caminus carmabi","Porifera","Demospongiae"
"25808","Lucina roquesana","Mollusca","Bivalvia"
"25809","Plakina arletensis","Porifera","Homoscleromorpha"
"25810","Plakina nathaliae","Porifera","Homoscleromorpha"
"25811","Aspiculophora madinina","Porifera","Homoscleromorpha"
"25812","Acromegalomma pigmentum","Annelida","Polychaeta"
"25813","Lepophidium gilmorei","Chordata","Teleostei"
"25814","Meandrina interrupta","Cnidaria","Anthozoa"
"25815","Titanostrombus galeatus","Mollusca","Gastropoda"
"25816","Calyx maya","Porifera","Demospongiae"
"25817","Porites trinitatis","Cnidaria","Anthozoa"
"25818","Vireo olivaceus","Chordata","Aves"
"25819","Anolis roquet","Chordata",NA
"25820","Sabatia bathymophila","Mollusca","Gastropoda"
"25821","Typhlonida subcaeca","Arthropoda","Malacostraca"
"25822","Oscarella minka","Porifera","Homoscleromorpha"
"25823","Discodorididae","Mollusca","Gastropoda"
"25824","Epigonichthys","Chordata","Leptocardii"
"25825","Parasagitta setosa","Chaetognatha","Sagittoidea"
"25826","Squaliolus","Chordata","Elasmobranchii"
"25827","Chelonibia","Arthropoda","Thecostraca"
"25828","Aristeus","Arthropoda","Malacostraca"
"25829","Alpheopsis","Arthropoda","Malacostraca"
"25830","Pontophilus spinosus","Arthropoda","Malacostraca"
"25831","Ozobranchus margoi","Annelida","Clitellata"
"25832","Oceania armata","Cnidaria","Hydrozoa"
"25833","Benthopectinidae","Echinodermata","Asteroidea"
"25834","Ophiactidae","Echinodermata","Ophiuroidea"
"25835","Coelopleurus","Echinodermata","Echinoidea"
"25836","Isidella elongata","Cnidaria","Anthozoa"
"25837","Spicara smaris","Chordata","Teleostei"
"25838","Bathyconchoecia hardingae","Arthropoda","Ostracoda"
"25839","Colobomatus","Arthropoda","Copepoda"
"25840","Gorgoniapolynoe caeciliae","Annelida","Polychaeta"
"25841","Syllis vivipara","Annelida","Polychaeta"
"25842","Pheronema","Porifera","Hexactinellida"
"25843","Spirastrella cunctatrix","Porifera","Demospongiae"
"25844","Cubozoa","Cnidaria","Cubozoa"
"25845","Cystonectae","Cnidaria","Hydrozoa"
"25846","Typhlotanaidae","Arthropoda","Malacostraca"
"25847","Niso","Mollusca","Gastropoda"
"25848","Callistochiton","Mollusca","Polyplacophora"
"25849","Scyllaea pelagica","Mollusca","Gastropoda"
"25850","Pseudocerotidae","Platyhelminthes",NA
"25851","Gelochelidon nilotica","Chordata","Aves"
"25852","Oreasteridae","Echinodermata","Asteroidea"
"25853","Bathyclupeidae","Chordata","Teleostei"
"25854","Moringuidae","Chordata","Teleostei"
"25855","Scorpaenoidei","Chordata","Teleostei"
"25856","Fabriciidae","Annelida","Polychaeta"
"25857","Dosinia discus","Mollusca","Bivalvia"
"25858","Phyllodoce arenae","Annelida","Polychaeta"
"25859","Echinarachnius parma","Echinodermata","Echinoidea"
"25860","Anthomastus agassizii","Cnidaria","Anthozoa"
"25861","Myoxocephalus octodecemspinosus","Chordata","Teleostei"
"25862","Tautogolabrus","Chordata","Teleostei"
"25863","Goreauiella auriculata","Porifera","Demospongiae"
"25864","Ircinia hummelincki","Porifera","Demospongiae"
"25865","Acanthella vaceleti","Porifera","Demospongiae"
"25866","Dictyonella arenosa","Porifera","Demospongiae"
"25867","Haliclona (Halichoclona) stoneae","Porifera","Demospongiae"
"25868","Xestospongia portoricensis","Porifera","Demospongiae"
"25869","Clathria (Thalysias) oxeota","Porifera","Demospongiae"
"25870","Echinochalina (Echinochalina) melana","Porifera","Demospongiae"
"25871","Biemna cribaria","Porifera","Demospongiae"
"25872","Desmacella polysigmata","Porifera","Demospongiae"
"25873","Mycale (Grapelia) unguifera","Porifera","Demospongiae"
"25874","Mycale (Naviculina) diversisigmata","Porifera","Demospongiae"
"25875","Hymedesmia (Hymedesmia) agariciicola","Porifera","Demospongiae"
"25876","Myxilla (Myxilla) distorta","Porifera","Demospongiae"
"25877","Tectitethya raphyroides","Porifera","Demospongiae"
"25878","Acanthotetilla gorgonosclera","Porifera","Demospongiae"
"25879","Divalinga","Mollusca","Bivalvia"
"25880","Tivela","Mollusca","Bivalvia"
"25881","Astralium","Mollusca","Gastropoda"
"25882","Glyphostoma","Mollusca","Gastropoda"
"25883","Heterocyathus","Cnidaria","Anthozoa"
"25884","Plectranthias","Chordata","Teleostei"
"25885","Anadara antiquata","Mollusca","Bivalvia"
"25886","Botryllus planus","Chordata","Ascidiacea"
"25887","Encheliophis homei","Chordata","Teleostei"
"25888","Fistularia commersonii","Chordata","Teleostei"
"25889","Hoplolatilus cuniculus","Chordata","Teleostei"
"25890","Acanthurus nigricans","Chordata","Teleostei"
"25891","Parhyale inyacka","Arthropoda","Malacostraca"
"25892","Argyrotheca bermudana","Brachiopoda","Rhynchonellata"
"25893","Amphioplus coniortodes","Echinodermata","Ophiuroidea"
"25894","Amphiura goniodes","Echinodermata","Ophiuroidea"
"25895","Ophiactis rubropoda","Echinodermata","Ophiuroidea"
"25896","Ophioholcus sexradiata","Echinodermata","Ophiuroidea"
"25897","Pseudonototanais","Arthropoda","Malacostraca"
"25898","Storthyngura snanoi","Arthropoda","Malacostraca"
"25899","Dynameniscus carinatus","Arthropoda","Malacostraca"
"25900","Vanhoeffenura caribbea","Arthropoda","Malacostraca"
"25901","Siboglinum nanum","Annelida","Polychaeta"
"25902","Jordanella","Chordata","Teleostei"
"25903","Pareques","Chordata","Teleostei"
"25904","Muraena lentiginosa","Chordata","Teleostei"
"25905","Symphurus rhytisma","Chordata","Teleostei"
"25906","Gordiichthys irretitus","Chordata","Teleostei"
"25907","Anchoa panamensis","Chordata","Teleostei"
"25908","Porichthys oculofrenum","Chordata","Teleostei"
"25909","Taenioides cirratus","Chordata","Teleostei"
"25910","Amblyeleotris biguttata","Chordata","Teleostei"
"25911","Gymnoscyphus ascitus","Chordata","Teleostei"
"25912","Crypthelia papillosa","Cnidaria","Hydrozoa"
"25913","Nidalia dissidens","Cnidaria","Anthozoa"
"25914","Cirolana browni","Arthropoda","Malacostraca"
"25915","Chrysopetalum hernancortezae","Annelida","Polychaeta"
"25916","Protoaricia pigmentata","Annelida","Polychaeta"
"25917","Spinosphaera hutchingsae","Annelida","Polychaeta"
"25918","Acoetes melanonota","Annelida","Polychaeta"
"25919","Eunice longisetis","Annelida","Polychaeta"
"25920","Magnapinna","Mollusca","Cephalopoda"
"25921","Candacia discaudata","Arthropoda","Copepoda"
"25922","Acanthocolax similis","Arthropoda","Copepoda"
"25923","Caligus atromaculatus","Arthropoda","Copepoda"
"25924","Halicyclops tetracanthus","Arthropoda","Copepoda"
"25925","Euryphorus nordmannii","Arthropoda","Copepoda"
"25926","Halectinosoma dimorphum","Arthropoda","Copepoda"
"25927","Orbitacolax hapalogenyos","Arthropoda","Copepoda"
"25928","Catapagurus sharreri","Arthropoda","Malacostraca"
"25929","Pagurus protuberocarpus","Arthropoda","Malacostraca"
"25930","Paraheterorhabdus medianus","Arthropoda","Copepoda"
"25931","Diatomovora jacki","Xenacoelomorpha",NA
"25932","Siratus motacilla","Mollusca","Gastropoda"
"25933","Attiliosa bessei","Mollusca","Gastropoda"
"25934","Monstrotyphis jardinreinensis","Mollusca","Gastropoda"
"25935","Pazinotus stimpsonii","Mollusca","Gastropoda"
"25936","Aspidosiphon (Aspidosiphon) gracilis schnehageni","Annelida",NA
"25937","Lioberus","Mollusca","Bivalvia"
"25938","Carijoa operculata","Cnidaria","Anthozoa"
"25939","Stephanostomum casum","Platyhelminthes","Trematoda"
"25940","Gaza superba","Mollusca","Gastropoda"
"25941","Caecum clava","Mollusca","Gastropoda"
"25942","Echinophoria coronadoi","Mollusca","Gastropoda"
"25943","Prunum rostratum","Mollusca","Gastropoda"
"25944","Bulla solida","Mollusca","Gastropoda"
"25945","Berthellina quadridens","Mollusca","Gastropoda"
"25946","Ampelisca holmesi","Arthropoda","Malacostraca"
"25947","Alpheus simus","Arthropoda","Malacostraca"
"25948","Neocallichirus maryae","Arthropoda","Malacostraca"
"25949","Eiconaxius agassizi","Arthropoda","Malacostraca"
"25950","Epialtus longirostris","Arthropoda","Malacostraca"
"25951","Pseudorhombila ometlanti","Arthropoda","Malacostraca"
"25952","Horaeometra duplex","Echinodermata","Crinoidea"
"25953","Conus patricius","Mollusca","Gastropoda"
"25954","Conus pseudaurantius","Mollusca","Gastropoda"
"25955","Oliva goajira","Mollusca","Gastropoda"
"25956","Olivella nivea chiriquiensis","Mollusca","Gastropoda"
"25957","Erylus geodiformis","Porifera","Demospongiae"
"25958","Perotrochus quoyanus quoyanus","Mollusca","Gastropoda"
"25959","Akatopora","Bryozoa","Gymnolaemata"
"25960","Microcolus dunkeri","Mollusca","Gastropoda"
"25961","Musculus cupreus","Mollusca","Bivalvia"
"25962","Paramuricea echinata","Cnidaria","Anthozoa"
"25963","Lissothuria","Echinodermata","Holothuroidea"
"25964","Isostichopus macroparentheses","Echinodermata","Holothuroidea"
"25965","Pyramidelloides barbadensis","Mollusca","Gastropoda"
"25966","Vasum globulus","Mollusca","Gastropoda"
"25967","Dercitus (Halinastra) luteus","Porifera","Demospongiae"
"25968","Dercitus (Halinastra) arubensis","Porifera","Demospongiae"
"25969","Paradialychone diazi","Annelida","Polychaeta"
"25970","Aonidella cirrobranchiata","Annelida","Polychaeta"
"25971","Pseudozonaria robertsi","Mollusca","Gastropoda"
"25972","Sigapatella novaezelandiae","Mollusca","Gastropoda"
"25973","Corticium diamantense","Porifera","Homoscleromorpha"
"25974","Teralatirus festivus","Mollusca","Gastropoda"
"25975","Timea oxyasterina","Porifera","Demospongiae"
"25976","Placospongia caribica","Porifera","Demospongiae"
"25977","Phosinella pulchra","Mollusca","Gastropoda"
"25978","Ischnochiton rissoi","Mollusca","Polyplacophora"
"25979","Coronatae","Cnidaria","Scyphozoa"
"25980","Phrontis polygonata","Mollusca","Gastropoda"
"25981","Oudardia iris","Mollusca","Bivalvia"
"25982","Terrazoanthus minutus","Cnidaria","Anthozoa"
"25983","Hoplopolemius","Arthropoda","Malacostraca"
"25984","Arturia vansoesti","Porifera","Calcarea"
"25985","Polyandrocarpa aurorae","Chordata","Ascidiacea"
"25986","Diplastrella cozumella","Porifera","Demospongiae"
"25987","Montastraea trinitatis","Cnidaria","Anthozoa"
"25988","Haliclona (Halichoclona) chankanaabiis","Porifera","Demospongiae"
"25989","Alpheus viserion","Arthropoda","Malacostraca"
"25990","Gryllidae","Arthropoda","Hexapoda"
"25991","Amphibleptula aaktun","Porifera","Demospongiae"
"25992","Ircinia bocatorensis","Porifera","Demospongiae"
"25993","Abantennarius coccineus","Chordata","Teleostei"
"25994","Iridonida simplex","Arthropoda","Malacostraca"
"25995","Phyllamphion","Arthropoda","Malacostraca"
"25996","Bopyrus","Arthropoda","Malacostraca"
"25997","Cystophora cristata","Chordata","Mammalia"
"25998","Conus curassaviensis","Mollusca","Gastropoda"
"25999","Acanthochitonidae","Mollusca","Polyplacophora"
"26000","Enoploteuthidae","Mollusca","Cephalopoda"
"26001","Peraclidae","Mollusca","Gastropoda"
"26002","Isarachnanthus","Cnidaria","Anthozoa"
"26003","Scalpellum","Arthropoda","Thecostraca"
"26004","Pleocyemata","Arthropoda","Malacostraca"
"26005","Epitomapta roseola","Echinodermata","Holothuroidea"
"26006","Megalopidae","Chordata","Teleostei"
"26007","Polymetme","Chordata","Teleostei"
"26008","Bathylaco nigricans","Chordata","Teleostei"
"26009","Bathyconchoecia diacantha","Arthropoda","Ostracoda"
"26010","Eupanthalis","Annelida","Polychaeta"
"26011","Salmacina","Annelida","Polychaeta"
"26012","Micronephthys minuta","Annelida","Polychaeta"
"26013","Scoloplos armiger","Annelida","Polychaeta"
"26014","Syllides bansei","Annelida","Polychaeta"
"26015","Dendroceratida","Porifera","Demospongiae"
"26016","Corallistes","Porifera","Demospongiae"
"26017","Aspidosiphon (Aspidosiphon) elegans","Annelida",NA
"26018","Nephasoma (Nephasoma) flagriferum","Annelida",NA
"26019","Pelecanus","Chordata","Aves"
"26020","Pseudochama","Mollusca","Bivalvia"
"26021","Xanthodaphne bruneri","Mollusca","Gastropoda"
"26022","Leptochiton cancellatus","Mollusca","Polyplacophora"
"26023","Asychis","Annelida","Polychaeta"
"26024","Cardiomya abyssicola","Mollusca","Bivalvia"
"26025","Inachidae","Arthropoda","Malacostraca"
"26026","Cryptodira","Chordata",NA
"26027","Clathrina primordialis","Porifera","Calcarea"
"26028","Scomber colias","Chordata","Teleostei"
"26029","Mytilopsis","Mollusca","Bivalvia"
"26030","Rangia cuneata","Mollusca","Bivalvia"
"26031","Sesarmidae","Arthropoda","Malacostraca"
"26032","Fenestraja plutonia","Chordata","Elasmobranchii"
"26033","Anchoa mitchilli","Chordata","Teleostei"
"26034","Stephanoberyx","Chordata","Teleostei"
"26035","Agelas repens","Porifera","Demospongiae"
"26036","Hippospongia lachne","Porifera","Demospongiae"
"26037","Spongia (Spongia) obliqua","Porifera","Demospongiae"
"26038","Spongia (Spongia) subcircularis","Porifera","Demospongiae"
"26039","Acanthella flagelliformis","Porifera","Demospongiae"
"26040","Svenzea flava","Porifera","Demospongiae"
"26041","Haliclona (Gellius) calcinea","Porifera","Demospongiae"
"26042","Haliclona (Gellius) megasclera","Porifera","Demospongiae"
"26043","Haliclona (Reniera)","Porifera","Demospongiae"
"26044","Clathria (Clathria) faviformis","Porifera","Demospongiae"
"26045","Clathria (Microciona) hymedesmioides","Porifera","Demospongiae"
"26046","Hamacantha (Vomerula) tibicen","Porifera","Demospongiae"
"26047","Mycale (Aegogropila) americana","Porifera","Demospongiae"
"26048","Forcepia (Leptolabis) vermicola","Porifera","Demospongiae"
"26049","Acanthancora coralliophila","Porifera","Demospongiae"
"26050","Hymedesmia (Hymedesmia) caribica","Porifera","Demospongiae"
"26051","Suberea","Porifera","Demospongiae"
"26052","Plakina jamaicensis","Porifera","Homoscleromorpha"
"26053","Cliona peponaca","Porifera","Demospongiae"
"26054","Terpios belindae","Porifera","Demospongiae"
"26055","Corallistes paratypus","Porifera","Demospongiae"
"26056","Scleritoderma cyaneum","Porifera","Demospongiae"
"26057","Fangophilina","Porifera","Demospongiae"
"26058","Myliusia seriata","Porifera","Hexactinellida"
"26059","Archiconchoecetta fabiformis","Arthropoda","Ostracoda"
"26060","Apollonaster yucatanensis","Echinodermata","Asteroidea"
"26061","Lophaster verrilli","Echinodermata","Asteroidea"
"26062","Echinodictyum pennatum","Porifera","Demospongiae"
"26063","Samythella elongata","Annelida","Polychaeta"
"26064","Gecarcinidae","Arthropoda","Malacostraca"
"26065","Stilifer","Mollusca","Gastropoda"
"26066","Leptoseris","Cnidaria","Anthozoa"
"26067","Mussa","Cnidaria","Anthozoa"
"26068","Conus achatinus","Mollusca","Gastropoda"
"26069","Monetaria annulus","Mollusca","Gastropoda"
"26070","Cypraecassis rufa","Mollusca","Gastropoda"
"26071","Gymnothorax javanicus","Chordata","Teleostei"
"26072","Lutjanus monostigma","Chordata","Teleostei"
"26073","Stethojulis trilineata","Chordata","Teleostei"
"26074","Eretmochelys imbricata bissa","Chordata",NA
"26075","Yucatania sphaeroidocladus","Porifera","Demospongiae"
"26076","Crella (Pytheas) chelifera","Porifera","Demospongiae"
"26077","Eurycyde raphiaster","Arthropoda","Pycnogonida"
"26078","Eliomosa sibogae","Arthropoda","Malacostraca"
"26079","Bathyagonus","Chordata","Teleostei"
"26080","Heteromesus bifurcatus","Arthropoda","Malacostraca"
"26081","Joeropsis juvenilis","Arthropoda","Malacostraca"
"26082","Microcharon sabulum","Arthropoda","Malacostraca"
"26083","Cerceis carinata","Arthropoda","Malacostraca"
"26084","Colopisthus cavalier","Arthropoda","Malacostraca"
"26085","Iciligorgia","Cnidaria","Anthozoa"
"26086","Barbulifer","Chordata","Teleostei"
"26087","Steindachneria","Chordata","Teleostei"
"26088","Dysomma tridens","Chordata","Teleostei"
"26089","Gonichthys tenuiculus","Chordata","Teleostei"
"26090","Chaetodon quadrimaculatus","Chordata","Teleostei"
"26091","Epinephelus drummondhayi","Chordata","Teleostei"
"26092","Ancylopsetta dilecta","Chordata","Teleostei"
"26093","Gambusia manni","Chordata","Teleostei"
"26094","Satyrichthys clavilapis","Chordata","Teleostei"
"26095","Amphiprion percula","Chordata","Teleostei"
"26096","Emblemariopsis ramirezi","Chordata","Teleostei"
"26097","Epinnula magistralis","Chordata","Teleostei"
"26098","Ogilbia ventralis","Chordata","Teleostei"
"26099","Sonoda paucilampa","Chordata","Teleostei"
"26100","Tomicodon briggsi","Chordata","Teleostei"
"26101","Urotrygon cimar","Chordata","Elasmobranchii"
"26102","Aequorea victoria","Cnidaria","Hydrozoa"
"26103","Hydrallmania franciscana","Cnidaria","Hydrozoa"
"26104","Stylaster filogranus","Cnidaria","Hydrozoa"
"26105","Zancleopsis dichotoma","Cnidaria","Hydrozoa"
"26106","Gyrostoma sanctithomae","Cnidaria","Anthozoa"
"26107","Pavona gigantea","Cnidaria","Anthozoa"
"26108","Cladocarpoides yucatanicus","Cnidaria","Hydrozoa"
"26109","Pacifigorgia elegans","Cnidaria","Anthozoa"
"26110","Treptopale","Annelida","Polychaeta"
"26111","Antipathipolyeunoa nuttingi","Annelida","Polychaeta"
"26112","Ceratonereis singularis","Annelida","Polychaeta"
"26113","Endecamera palea","Annelida","Polychaeta"
"26114","Spinosphaera carrerai","Annelida","Polychaeta"
"26115","Eudistylia polymorpha","Annelida","Polychaeta"
"26116","Notopygos crinita","Annelida","Polychaeta"
"26117","Hydroides spongicola","Annelida","Polychaeta"
"26118","Euaxoctopus pillsburyae","Mollusca","Cephalopoda"
"26119","Gadila pocula","Mollusca","Scaphopoda"
"26120","Neocyclops ferrarii","Arthropoda","Copepoda"
"26121","Lithopagurus yucatanicus","Arthropoda","Malacostraca"
"26122","Paguristes cadenati","Arthropoda","Malacostraca"
"26123","Calcigorgia","Cnidaria","Anthozoa"
"26124","Molpadiodemas epibiotus","Echinodermata","Holothuroidea"
"26125","Balinella yucatanensis","Arthropoda","Copepoda"
"26126","Uroptychus princeps","Arthropoda","Malacostraca"
"26127","Lindapecten","Mollusca","Bivalvia"
"26128","Argopecten irradians amplicostatus","Mollusca","Bivalvia"
"26129","Triptolemma endolithicum","Porifera","Demospongiae"
"26130","Placospherastra antillensis","Porifera","Demospongiae"
"26131","Clathria (Thalysias) collosclera","Porifera","Demospongiae"
"26132","Crella (Grayella) beglingerae","Porifera","Demospongiae"
"26133","Pinctada fucata","Mollusca","Bivalvia"
"26134","Pleraplysilla stocki","Porifera","Demospongiae"
"26135","Morum dennisoni","Mollusca","Gastropoda"
"26136","Tripterotyphis triangularis","Mollusca","Gastropoda"
"26137","Squilla chydaea","Arthropoda","Malacostraca"
"26138","Batea campi","Arthropoda","Malacostraca"
"26139","Plakobranchidae","Mollusca","Gastropoda"
"26140","Liotia","Mollusca","Gastropoda"
"26141","Membranobalanus","Arthropoda","Thecostraca"
"26142","Solariella lacunella","Mollusca","Gastropoda"
"26143","Cochliolepis striata","Mollusca","Gastropoda"
"26144","Dolicholatirus pauli","Mollusca","Gastropoda"
"26145","Vexillum variatum","Mollusca","Gastropoda"
"26146","Conus sennottorum","Mollusca","Gastropoda"
"26147","Modiolus squamosus","Mollusca","Bivalvia"
"26148","Atrina serrata","Mollusca","Bivalvia"
"26149","Plesiolembos rectangulatus","Arthropoda","Malacostraca"
"26150","Clastotoechus nodosus","Arthropoda","Malacostraca"
"26151","Eucratodes agassizii","Arthropoda","Malacostraca"
"26152","Paracaprella digitimanus","Arthropoda","Malacostraca"
"26153","Conomitra lindae","Mollusca","Gastropoda"
"26154","Monoplex","Mollusca","Gastropoda"
"26155","Elacatinus serranilla","Chordata","Teleostei"
"26156","Paraxiopsis hispida","Arthropoda","Malacostraca"
"26157","Polygona martini","Mollusca","Gastropoda"
"26158","Pinna rugosa","Mollusca","Bivalvia"
"26159","Leucothoe ubouhu","Arthropoda","Malacostraca"
"26160","Synalpheus androsi","Arthropoda","Malacostraca"
"26161","Synalpheus chacei","Arthropoda","Malacostraca"
"26162","Elasmopus bampo","Arthropoda","Malacostraca"
"26163","Calliostoma apicinum","Mollusca","Gastropoda"
"26164","Fissurella punctata","Mollusca","Gastropoda"
"26165","Oceanida faberi","Mollusca","Gastropoda"
"26166","Vasum caestus","Mollusca","Gastropoda"
"26167","Triphora catalinensis","Mollusca","Gastropoda"
"26168","Leporimetis ephippium","Mollusca","Bivalvia"
"26169","Polyangium","Platyhelminthes","Trematoda"
"26170","Turbolidium uniliratum","Mollusca","Gastropoda"
"26171","Parexogone hebes","Annelida","Polychaeta"
"26172","Tetralophophora mesoamericana","Porifera","Homoscleromorpha"
"26173","Prosuberites carriebowensis","Porifera","Demospongiae"
"26174","Xestospongia purpurea","Porifera","Demospongiae"
"26175","Myrmekioderma laminatum","Porifera","Demospongiae"
"26176","Clathria (Microciona) acarnoides","Porifera","Demospongiae"
"26177","Stenoplax bahamensis","Mollusca","Polyplacophora"
"26178","Oscarella zoranja","Porifera","Homoscleromorpha"
"26179","Cyrtulus mauiensis","Mollusca","Gastropoda"
"26180","Paracyathus sinuosus","Cnidaria","Anthozoa"
"26181","Asterosmilia trinitatis","Cnidaria","Anthozoa"
"26182","Ernsta adunca","Porifera","Calcarea"
"26183","Aphanostoma nicki","Xenacoelomorpha",NA
"26184","Ircinia lowi","Porifera","Demospongiae"
"26185","Acanthopleura testudo","Mollusca","Polyplacophora"
"26186","Cheilinus undulatus","Chordata","Teleostei"
"26187","Centrophorus tessellatus","Chordata","Elasmobranchii"
"26188","Paralichthys lethostigma","Chordata","Teleostei"
"26189","Facelinidae","Mollusca","Gastropoda"
"26190","Omalogyridae","Mollusca","Gastropoda"
"26191","Rhabditoidea","Nematoda","Chromadorea"
"26192","Tripyloididae","Nematoda","Enoplea"
"26193","Octonchus","Nematoda","Enoplea"
"26194","Neoleptonidae","Mollusca","Bivalvia"
"26195","Gastropteridae","Mollusca","Gastropoda"
"26196","Oikopleura (Vexillaria) inflata","Chordata","Appendicularia"
"26197","Pseudocalanus elongatus","Arthropoda","Copepoda"
"26198","Scottocalanus thomasi","Arthropoda","Copepoda"
"26199","Caecosagitta","Chaetognatha","Sagittoidea"
"26200","Balanomorpha","Arthropoda","Thecostraca"
"26201","Archaeobalaninae","Arthropoda","Thecostraca"
"26202","Dipleurosoma","Cnidaria","Hydrozoa"
"26203","Laodicea","Cnidaria","Hydrozoa"
"26204","Leuckartiara","Cnidaria","Hydrozoa"
"26205","Sphaerocoryne","Cnidaria","Hydrozoa"
"26206","Pachycordyle napolitana","Cnidaria","Hydrozoa"
"26207","Limnoria quadripunctata","Arthropoda","Malacostraca"
"26208","Oerstedia dorsalis","Nemertea","Hoplonemertea"
"26209","Diadematidae","Echinodermata","Echinoidea"
"26210","Pourtalesia","Echinodermata","Echinoidea"
"26211","Brissus","Echinodermata","Echinoidea"
"26212","Trigonocidaris","Echinodermata","Echinoidea"
"26213","Pteraster personatus","Echinodermata","Asteroidea"
"26214","Paracalyptrophora josephinae","Cnidaria","Anthozoa"
"26215","Cetomimidae","Chordata","Teleostei"
"26216","Ruvettus","Chordata","Teleostei"
"26217","Sphyraena viridensis","Chordata","Teleostei"
"26218","Semicytherura","Arthropoda","Ostracoda"
