NameBeforeCor,acceptedName_wormsV1,genus_wormsV1,class_wormsV1,phylum_wormsV1,PremierNom,Article_authors,Article_year,Article_title,Article_journal,Article_vol,Article_start.Page,Article_end.Page,GeneticMarker,Nb_CS,Morpho_diff,relativeDistribution,Eco_diff,Repro_diff,RIOK,Nig,Nsg,Nim,Nsm,Region,Comments,Larva,Habitat,adultDispersal,gs,yearb,Nb_CScomplex_inArticle,Npol,Ntemp,Trop,Stemp,Spol,nb_zones,SimplifiedName,ncbi,mito,dna,larv.pktro,larv.leci,larv.dd,larv.pel,larva,Hpelagic,Hcoastal,Hcoralreef,Hdeepsea,Hintertidal,Hseagrass,Hestuarine,Hcave,adultbenthic,adultpelagic,HabAdu,Demersal,HKKv3,Hsubstrate,HDifAccess,Dispers,DispAdult,Geo_dif3,NoMorphoDiff,StatMorphoDiff,DiagMorphoDiff,phylum_class,hard_skeleton,ferti,image,genitals,CSss,Sympatric,Repro_invest,Larv_type,shallow
Melanochlamys lorrainae,Melanochlamys lorrainae,Melanochlamys,Gastropoda,Mollusca,Melanochlamys,"Krug, Patrick J.; Morley, Margaret S.; Asif, Jamal; Hellyar, Lynette L.; Blom, Wilma M.",2008,"Molecular confirmation of species status for the rare cephalaspidean Melanochlamys lorrainae (Rudman, 1968), and comparison with its sister species M-cylindrica Cheeseman, 1881",JOURNAL OF MOLLUSCAN STUDIES,74,267,276,"mtDNA, other nuclear",2,Diagnostic,Sympatric,Yes,NA,TRUE,18,11,18,11,Pacific,NA,Planktotroph,"Soft sediment, Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",16,1968,1,NA,NA,NA,NA,NA,NA,Melanochlamys lorrainae,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,Sediment and Rocky,Accessible,NA,Demersal or benthic,Sympatric,FALSE,FALSE,TRUE,Mollusca_Gastropoda,Y,B,Y,B,FALSE,TRUE,LOW,PT,TRUE
Membranipora membranacea,Membranipora membranacea,Membranipora,Gymnolaemata,Bryozoa,Membranipora,"Schwaninger, Heidi R.",2008,Global mitochondrial DNA phylogeography and biogeographic history of the antitropically and longitudinally disjunct marine bryozoan Membranipora membranacea L. (Cheilostomata): Another cryptic marine sibling species complex?,MOLECULAR PHYLOGENETICS AND EVOLUTION,49,893,908,mtDNA,7,NA,Allopatric,NA,NA,NA,82,19,NA,NA,Global,NA,"Planktotroph, Pelagic","Rocky shore, Estuarine, kelp","Demersal or benthic, Coastal",11,1767,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Membranipora membranacea,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Rocky shore, Estuarine, kelp,Demersal or benthic, Coastal",TRUE,10,Rocky,Average,Moderate to high,Demersal or benthic,Allopatric,NA,NA,NA,Bryozoa_Gymnolaemata,Y,I,N,N,NA,FALSE,LOW,PT,FALSE
Menathais tuberosa,Menathais tuberosa,Menathais,Gastropoda,Mollusca,Menathais,"Claremont, Martine; Vermeij, Geerat J.; Williams, Suzanne T.; Reid, David G.",2013,"Global phylogeny and new classification of the Rapaninae (Gastropoda: Muricidae), dominant molluscan predators on tropical rocky seashores",MOLECULAR PHYLOGENETICS AND EVOLUTION,66,91,102,"mtDNA, other nuclear",4,NA,Allopatric,NA,NA,NA,2,2,NA,8,NA,NA,"Direct development, Demersal or benthic","Rocky shore, Intertidal or tide pools, Coastal",Demersal or benthic,3,1798,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Menathais tuberosa,TRUE,TRUE,nuc&mito,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Intertidal or tide pools, Coastal,Demersal or benthic",TRUE,5,Rocky,Accessible,Very low or null,Demersal or benthic,Allopatric,NA,NA,NA,Mollusca_Gastropoda,Y,B,Y,B,NA,FALSE,HIGH,DD,FALSE
Menippe mercenaria,Menippe mercenaria,Menippe,Malacostraca,Arthropoda,Menippe," WILLIAMS, AB; FELDER, DL",1986,"ANALYSIS OF STONE CRABS - MENIPPE-MERCENARIA (SAY), RESTRICTED, AND A PREVIOUSLY UNRECOGNIZED SPECIES DESCRIBED (DECAPODA, XANTHIDAE)",Proceedings of the Biological Society of Washington,99,517,543,Allozymes,2,Diagnostic,"Allopatric, Sympatric, Parapatric",NA,NA,TRUE,NA,NA,367,20,"gulf of Mexico, Atlantic",NA,Planktotroph,"Rocky shore, Seagrass, Coastal, oyster reef","Demersal or benthic, Coastal",7,1818,1,FALSE,TRUE,TRUE,FALSE,FALSE,2,Menippe mercenaria,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Seagrass, Coastal, oyster reef,Demersal or benthic, Coastal",TRUE,10,Rocky,Average,NA,Demersal or benthic,"Sympatric, Allopatric",FALSE,FALSE,TRUE,Arthropoda_Malacostraca,Y,I,Y,Y,FALSE,TRUE,LOW,PT,TRUE
Menticirrhus americanus,Menticirrhus americanus,Menticirrhus,Actinopterygii,Chordata,Menticirrhus,"Marceniuk, AP; Caires, RA; Rotundo, MM; Cerqueira, NNCD; Siccha-Ramirez, R; Wosiacki, WB; Oliveira, C",2020,"Taxonomic revision of the Menticirrhus americanus (Linnaeus, 1758) and M. littoralis (Holbrook, 1847) (Percomorphacea: Sciaenidae) species complexes from the western Atlantic",ZOOTAXA,4822,301,333,mtDNA,2,Statistic,Allopatric,NA,NA,TRUE,84,17,110,NA,atlantic,NA,"Planktotroph, coastal","Coastal, Estuarine",Coastal,9,1758,2,FALSE,TRUE,TRUE,TRUE,FALSE,3,Menticirrhus americanus,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Coastal, Estuarine,Coastal",FALSE,10,NA,Average,NA,NA,Allopatric,FALSE,TRUE,FALSE,Chordata_Actinopterygii,Y,E,Y,N,TRUE,FALSE,LOW,PT,FALSE
Menticirrhus littoralis,Menticirrhus littoralis,Menticirrhus,Actinopterygii,Chordata,Menticirrhus,"Marceniuk, AP; Caires, RA; Rotundo, MM; Cerqueira, NNCD; Siccha-Ramirez, R; Wosiacki, WB; Oliveira, C",2020,"Taxonomic revision of the Menticirrhus americanus (Linnaeus, 1758) and M. littoralis (Holbrook, 1847) (Percomorphacea: Sciaenidae) species complexes from the western Atlantic",ZOOTAXA,4822,301,333,mtDNA,3,Statistic,Allopatric,NA,NA,TRUE,31,5,99,NA,atlantic,NA,"Planktotroph, coastal","Coastal, Estuarine",Coastal,9,1847,2,FALSE,TRUE,TRUE,TRUE,FALSE,3,Menticirrhus littoralis,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Coastal, Estuarine,Coastal",FALSE,10,NA,Average,NA,NA,Allopatric,FALSE,TRUE,FALSE,Chordata_Actinopterygii,Y,E,Y,N,TRUE,FALSE,LOW,PT,FALSE
Pallenella flava,Meridionale flava,Meridionale,Pycnogonida,Arthropoda,Pallenella,"Brenneis, G; Arango, CP; Sharma, PP; Schwentner, M",2020,The more the merrier: unparalleled sympatric species richness in a sea spider genus (Pycnogonida:Callipallenidae:Pallenella) from Tasmanian waters,INVERTEBRATE SYSTEMATICS,34,837,870,"mtDNA, ITS",3,Diagnostic,Sympatric,NA,NA,TRUE,15,1,15,1,australia,NA,Unknown,Coastal,Demersal or benthic,14,2013,5,NA,NA,NA,NA,NA,NA,Meridionale flava,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,Sympatric,FALSE,FALSE,TRUE,Arthropoda_Pycnogonida,Y,E,N,N,FALSE,TRUE,NA,NA,FALSE
Pallenella harrisi,Meridionale harrisi,Meridionale,Pycnogonida,Arthropoda,Pallenella,"Brenneis, G; Arango, CP; Sharma, PP; Schwentner, M",2020,The more the merrier: unparalleled sympatric species richness in a sea spider genus (Pycnogonida:Callipallenidae:Pallenella) from Tasmanian waters,INVERTEBRATE SYSTEMATICS,34,837,870,"mtDNA, ITS",2,Diagnostic,Allopatric,NA,NA,TRUE,5,2,5,2,australia,NA,Unknown,Coastal,Demersal or benthic,14,2013,5,FALSE,FALSE,FALSE,TRUE,FALSE,1,Meridionale harrisi,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,Allopatric,FALSE,FALSE,TRUE,Arthropoda_Pycnogonida,Y,E,N,N,FALSE,FALSE,NA,NA,FALSE
Pallenella inflata,Meridionale inflata,Meridionale,Pycnogonida,Arthropoda,Pallenella,"Brenneis, G; Arango, CP; Sharma, PP; Schwentner, M",2020,The more the merrier: unparalleled sympatric species richness in a sea spider genus (Pycnogonida:Callipallenidae:Pallenella) from Tasmanian waters,INVERTEBRATE SYSTEMATICS,34,837,870,"mtDNA, ITS",2,Diagnostic,Sympatric,NA,NA,TRUE,2,1,2,1,australia,NA,Unknown,Coastal,Demersal or benthic,14,2005,5,FALSE,FALSE,FALSE,TRUE,FALSE,1,Meridionale inflata,FALSE,FALSE,No seq,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,Sympatric,FALSE,FALSE,TRUE,Arthropoda_Pycnogonida,Y,E,N,N,FALSE,TRUE,NA,NA,FALSE
Mesocalanus tenuicornis,Mesocalanus tenuicornis,Mesocalanus,Copepoda,Arthropoda,Mesocalanus,"Blanco-Bercial, Leocadio; Cornils, Astrid; Copley, Nancy; Bucklin, Ann",2014,DNA barcoding of marine copepods: assessment of analytical approaches to species identification.,PLoS currents,6,NA,NA,mtDNA,4,NA,"Allopatric, Sympatric",NA,NA,NA,NA,NA,NA,NA,NA,Identification of putative CS based only on barcoding. The number of individuals sampled is apparently in the GenBank entries for the paper.,"Planktotroph, pelagic",Pelagic,Pelagic,2,1849,3,TRUE,TRUE,TRUE,TRUE,FALSE,4,Mesocalanus tenuicornis,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,NA,Average,High,Pelagic,"Sympatric, Allopatric",NA,NA,NA,Arthropoda_Hexanauplia,NA,NA,NA,NA,NA,TRUE,LOW,PT,FALSE
Mesopodopsis orientalis,Mesopodopsis orientalis,Mesopodopsis,Malacostraca,Arthropoda,Mesopodopsis,"Hanamura, Yukio; Koizumi, Noriyuki; Sawamoto, Shozo; Siow, Ryon; Chee, Phaik Ean",2008,"Reassessment of the taxonomy of Mesopodopsis orientalis (Tattersall, 1908) (Crustacea, Mysida) and proposal of a new species for the genus with an appendix on M. zeylanica Nouvel, 1954",JOURNAL OF NATURAL HISTORY,42,2461,2500,mtDNA,2,Statistic,"Allopatric, Sympatric",Yes,NA,TRUE,120,2,748,8,Indo-Pacific,NA,"Planktotroph, Pelagic","Coastal, Estuarine","Demersal or benthic, Coastal",7,1908,1,FALSE,FALSE,TRUE,FALSE,FALSE,1,Mesopodopsis orientalis,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Coastal, Estuarine,Demersal or benthic, Coastal",TRUE,10,NA,Average,Moderate to high,Demersal or benthic,"Sympatric, Allopatric",FALSE,TRUE,FALSE,Arthropoda_Malacostraca,Y,I,Y,Y,TRUE,TRUE,LOW,PT,FALSE
Mesopodopsis slabberi,Mesopodopsis slabberi,Mesopodopsis,Malacostraca,Arthropoda,Mesopodopsis,"Remerie, T; Bourgois, T; Peelaers, D; Vierstraete, A; Vanfleteren, J; Vanreusel, A",2006,"Phylogeographic patterns of the mysid Mesopodopsis slabberi (Crustacea, Mysida) in Western Europe: evidence for high molecular diversity and cryptic speciation",MARINE BIOLOGY,149,465,481,mtDNA,4,NA,"Allopatric, Sympatric",NA,NA,NA,103,7,NA,NA,"Eastern Atlantic, Mediterranean",NA,Brooding,"Coastal, Estuarine","Coastal, hyperbenthos, surfing zone",7,1861,1,FALSE,TRUE,FALSE,FALSE,FALSE,1,Mesopodopsis slabberi,TRUE,TRUE,nuc&mito,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Coastal, Estuarine,Coastal, hyperbenthos, surfing zone",FALSE,10,NA,Average,Very low or null,NA,"Sympatric, Allopatric",NA,NA,NA,Arthropoda_Malacostraca,Y,I,Y,Y,NA,TRUE,HIGH,DD,FALSE
Metanephrops thomsoni,Metanephrops thomsoni,Metanephrops,Malacostraca,Arthropoda,Metanephrops,"Chan, Tin-Yam; Ho, Ka Chai; Li, Chi Pang; Chu, Ka Hou",2009,Origin and diversification of the clawed lobster genus Metanephrops (Crustacea: Decapoda: Nephropidae),MOLECULAR PHYLOGENETICS AND EVOLUTION,50,411,422,"mtDNA, other nuclear",2,Diagnostic,Allopatric,NA,NA,TRUE,4,2,4,2,Indo-Pacific,NA,Pelagic,Coastal,Demersal or benthic,18,1888,1,FALSE,TRUE,TRUE,FALSE,FALSE,2,Metanephrops thomsoni,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,NA,Average,Moderate to high,Demersal or benthic,Allopatric,FALSE,FALSE,TRUE,Arthropoda_Malacostraca,Y,I,Y,Y,FALSE,FALSE,NA,NA,FALSE
Metridia lucens,NA,NA,Copepoda,Arthropoda,Metridia,"Stupnikova, Alexandra N.; Molodtsova, Tina N.; Mugue, Nikolay S.; Neretina, Tatyana V.",2013,Genetic variability of the Metridia lucens complex (Copepoda) in the Southern Ocean,JOURNAL OF MARINE SYSTEMS,128,175,184,"mtDNA, ITS",2,NA,"Allopatric, Sympatric",Yes,NA,TRUE,86,29,NA,NA,Antarctic,No morphological data. The ecological data correspond to different water masses.,Direct development,Pelagic,Pelagic,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,NA,Average,High,Pelagic,"Sympatric, Allopatric",NA,NA,NA,NA_NA,NA,NA,NA,NA,NA,TRUE,HIGH,DD,FALSE
Microcanthus strigatus,Microcanthus strigatus,Microcanthus,Actinopterygii,Chordata,Microcanthus,"Tea, YK; Van der Wal, C; Ludt, WB; Gill, AC; Lo, N; Ho, SYW",2019,Boomeranging around Australia: Historical biogeography and population genomics of the anti-equatorial fish Microcanthus strigatus (Teleostei: Microcanthidae),MOLECULAR ECOLOGY,28,3771,3785,RAD /SNP/-omics (>20 markers),2,Statistic,Allopatric,NA,NA,TRUE,80,4,80,4,"Tropics, antitropical, Indien Ocean, Pacific Ocean, Australia",Antitropical,"Planktotroph, coastal","Soft sediment, Rocky shore, Coastal, marine, lagoon, brackish, oceanodrome, depth 1 - 140 mTropical",Demersal or benthic,1,1831,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Microcanthus strigatus,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Rocky shore, Coastal, marine, lagoon, brackish, oceanodrome, depth 1 - 140 mTropical,Demersal or benthic",TRUE,10,Sediment and Rocky,Average,NA,Demersal or benthic,Allopatric,FALSE,TRUE,FALSE,Chordata_Actinopterygii,Y,E,Y,N,TRUE,FALSE,LOW,PT,TRUE
Flabellina gracilis,Microchlamylla gracilis,Microchlamylla,Gastropoda,Mollusca,Flabellina,"Furfaro, G; Salvi, D; Mancini, E; Mariottini, P",2018,A multilocus view on Mediterranean aeolid nudibranchs (Mollusca): Systematics and cryptic diversity of Flabellinidae and Piseinotecidae,MOLECULAR PHYLOGENETICS AND EVOLUTION,118,13,22,"mtDNA, other nuclear",2,NA,Allopatric,NA,NA,NA,6,2,NA,NA,"Atlantic, Mediterranean",NA,Unknown,"Coastal, Not sure - need to look up elsewhere","Demersal or benthic, Coastal",2,1844,4,FALSE,TRUE,FALSE,FALSE,FALSE,1,Microchlamylla gracilis,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, Not sure - need to look up elsewhere,Demersal or benthic, Coastal",TRUE,25,NA,Average,NA,Demersal or benthic,Allopatric,NA,NA,NA,Mollusca_Gastropoda,Y,B,Y,B,NA,FALSE,NA,NA,FALSE
Millepora exasea,Millepora exaesa,Millepora,Hydrozoa,Cnidaria,Millepora,"Boissin, E; Leung, JKL; Denis, V; Bourmaud, CAF; Gravier-Bonnet, N",2020,"Morpho-molecular delineation of structurally important reef species, the fire corals, Millepora spp., at Reunion Island, Southwestern Indian Ocean",HYDROBIOLOGIA,847,1237,1255,"mtDNA, other nuclear",2,NA,Allopatric,NA,NA,NA,10,2,NA,NA,"Indian ocean, Red Sea",NA,Unknown,Coral reef,Sessile,16,1775,2,FALSE,TRUE,TRUE,FALSE,FALSE,2,Millepora exaesa,TRUE,TRUE,nuc&mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Coral reef,Sessile",FALSE,10,NA,Average,NA,NA,Allopatric,NA,NA,NA,Cnidaria_Hydrozoa,N,E,N,N,NA,FALSE,HIGH,LT,FALSE
Millepora platyphylla,Millepora platyphylla,Millepora,Hydrozoa,Cnidaria,Millepora,"Boissin, E; Leung, JKL; Denis, V; Bourmaud, CAF; Gravier-Bonnet, N",2020,"Morpho-molecular delineation of structurally important reef species, the fire corals, Millepora spp., at Reunion Island, Southwestern Indian Ocean",HYDROBIOLOGIA,847,1237,1255,"mtDNA, other nuclear",2,NA,Allopatric,NA,NA,NA,15,2,NA,NA,"Indian ocean, Red Sea",NA,Lecithotrophic,Coral reef,Sessile,16,1834,2,FALSE,TRUE,TRUE,TRUE,FALSE,3,Millepora platyphylla,TRUE,TRUE,nuc&mito,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Coral reef,Sessile",FALSE,10,NA,Average,NA,NA,Allopatric,NA,NA,NA,Cnidaria_Hydrozoa,N,E,N,N,NA,FALSE,NA,NA,FALSE
Montipora digitata,Montipora digitata,Montipora,Anthozoa,Cnidaria,Montipora,"STOBART, B; BENZIE, JAH",1994,ALLOZYME ELECTROPHORESIS DEMONSTRATES THAT THE SCLERACTINIAN CORAL MONTIPORA-DIGITATA IS 2 SPECIES,Marine Biology,118,183,190,Allozymes,2,Diagnostic,Sympatric,NA,NA,TRUE,263,6,263,6,Indo-Pacific,NA,"Planktotroph, External fertilization",Coral reef,Demersal or benthic,88,1846,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Montipora digitata,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,NA,Average,NA,Demersal or benthic,Sympatric,FALSE,FALSE,TRUE,Cnidaria_Anthozoa,Y,E,N,N,FALSE,TRUE,LOW,PT,FALSE
Mugil platanus,Mugil liza,Mugil,Actinopterygii,Chordata,Mugil,"Castro, M. Gonzalez; Heras, S.; Cousseau, M. B.; Roldan, M. I.",2008,"Assessing species validity of Mugil platanus Gunther, 1880 in relation to Mugil cephalus Linnaeus, 1758 (Actinopterygii)",ITALIAN JOURNAL OF ZOOLOGY,75,319,325,mtDNA,2,Statistic,Allopatric,NA,NA,TRUE,69,8,62,8,Atlantic,larval info not given,"Planktotroph, Pelagic","Coastal, Estuarine",Coastal,19,1836,1,FALSE,TRUE,TRUE,TRUE,FALSE,3,Mugil liza,TRUE,TRUE,nuc&mito,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Coastal, Estuarine,Coastal",FALSE,10,NA,Average,Moderate to high,NA,Allopatric,FALSE,TRUE,FALSE,Chordata_Actinopterygii,Y,E,Y,N,TRUE,FALSE,LOW,PT,FALSE
Munida clinata,Munida clinata,Munida,Malacostraca,Arthropoda,Munida,"MacPherson, E; Machordom, A",2005,"Use of morphological and molecular data to identify three new sibling species of the genus Munida Leach, 1820 (Crustacea, Decapoda, Galatheidae) from New Caledonia",JOURNAL OF NATURAL HISTORY,39,819,834,mtDNA,2,Statistic,Allopatric,NA,NA,TRUE,14,11,17,14,Indo-Pacific,NA,Unknown,"Coral reef, Rocky shore, seamounts",Demersal or benthic,294,1994,4,FALSE,FALSE,TRUE,FALSE,FALSE,1,Munida clinata,TRUE,TRUE,mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef, Rocky shore, seamounts,Demersal or benthic",TRUE,10,Rocky,Average,NA,Demersal or benthic,Allopatric,FALSE,TRUE,FALSE,Arthropoda_Malacostraca,Y,I,Y,Y,TRUE,FALSE,NA,NA,FALSE
Munida mendagnai sp. nov,Munida mendagnai,Munida,Malacostraca,Arthropoda,Munida,"Cabezas, Patricia; Macpherson, Enrique; Machordom, Annie",2009,Morphological and molecular description of new species of squat lobster (Crustacea: Decapoda: Galatheidae) from the Solomon and Fiji Islands (South-West Pacific),ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,156,465,493,"mtDNA, other nuclear",2,Diagnostic,Allopatric,NA,NA,TRUE,2,1,2,1,Indo-Pacific,NA,Unknown,Deep sea,Demersal or benthic,294,2009,1,NA,NA,NA,NA,NA,NA,Munida mendagnai,TRUE,TRUE,mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Deep sea,Demersal or benthic",TRUE,100,NA,Inaccessible,NA,Demersal or benthic,Allopatric,FALSE,FALSE,TRUE,Arthropoda_Malacostraca,Y,I,Y,Y,FALSE,FALSE,NA,NA,FALSE
Munida notata,Munida notata,Munida,Malacostraca,Arthropoda,Munida,"MacPherson, E; Machordom, A",2005,"Use of morphological and molecular data to identify three new sibling species of the genus Munida Leach, 1820 (Crustacea, Decapoda, Galatheidae) from New Caledonia",JOURNAL OF NATURAL HISTORY,39,819,834,mtDNA,2,Statistic,Allopatric,NA,NA,TRUE,14,11,17,14,Indo-Pacific,NA,Unknown,"Coral reef, Rocky shore, seamounts",Demersal or benthic,294,1994,4,NA,NA,NA,NA,NA,NA,Munida notata,TRUE,TRUE,mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef, Rocky shore, seamounts,Demersal or benthic",TRUE,10,Rocky,Average,NA,Demersal or benthic,Allopatric,FALSE,TRUE,FALSE,Arthropoda_Malacostraca,Y,I,Y,Y,TRUE,FALSE,NA,NA,FALSE
Munida tiresias,Munida tiresias,Munida,Malacostraca,Arthropoda,Munida,"MacPherson, E; Machordom, A",2005,"Use of morphological and molecular data to identify three new sibling species of the genus Munida Leach, 1820 (Crustacea, Decapoda, Galatheidae) from New Caledonia",JOURNAL OF NATURAL HISTORY,39,819,834,mtDNA,2,Statistic,Allopatric,NA,NA,TRUE,14,11,17,14,Indo-Pacific,NA,Unknown,"Coral reef, Rocky shore, seamounts",Demersal or benthic,294,1994,4,NA,NA,NA,NA,NA,NA,Munida tiresias,TRUE,TRUE,mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef, Rocky shore, seamounts,Demersal or benthic",TRUE,10,Rocky,Average,NA,Demersal or benthic,Allopatric,FALSE,TRUE,FALSE,Arthropoda_Malacostraca,Y,I,Y,Y,TRUE,FALSE,NA,NA,FALSE
Munidopsis verrucosus,Munidopsis verrucosus,Munidopsis,Malacostraca,Arthropoda,Munidopsis,"Jones, W. Joe; Macpherson, Enrique",2007,Molecular phylogeny of the east pacific squat lobsters of the genus Munidopsis (Decapoda : Galatheidae) with the descriptions of seven new species,JOURNAL OF CRUSTACEAN BIOLOGY,27,477,501,mtDNA,2,Diagnostic,Sympatric,NA,NA,TRUE,4,1,4,NA,East Pacific,they describe the genus using COI and find one CS different from M. verrucosus which they name M kensmithi. There is diagnostic characters for morphology despite their strong similarity. Not CS ss but CS sensu lato ... because define a new species from a single nominal one...,Unknown,abyssal,Demersal or benthic,266,1973,1,FALSE,TRUE,FALSE,TRUE,FALSE,2,Munidopsis verrucosus,TRUE,TRUE,mito,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"abyssal,Demersal or benthic",TRUE,100,NA,Average,NA,Demersal or benthic,Sympatric,FALSE,FALSE,TRUE,Arthropoda_Malacostraca,Y,I,Y,Y,FALSE,TRUE,NA,NA,FALSE
Muraenoclinus dorsalis,Muraenoclinus dorsalis,Muraenoclinus,Actinopterygii,Chordata,Muraenoclinus,"von der Heyden, S.; Bowie, R. C. K.; Prochazka, K.; Bloomer, P.; Crane, N. L.; Bernardi, G.",2011,Phylogeographic patterns and cryptic speciation across oceanographic barriers in South African intertidal fishes,JOURNAL OF EVOLUTIONARY BIOLOGY,24,2505,2519,"mtDNA, other nuclear",2,NA,Sympatric,NA,NA,TRUE,NA,NA,NA,NA,Atlantic,NA,"Brooding, Planktotroph, Viviparous","Coastal, Intertidal or tide pools",Coastal,1,1859,2,FALSE,FALSE,FALSE,TRUE,FALSE,1,Muraenoclinus dorsalis,TRUE,TRUE,nuc&mito,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Coastal, Intertidal or tide pools,Coastal",FALSE,5,NA,Accessible,Very low or null,NA,Sympatric,NA,NA,NA,Chordata_Actinopterygii,Y,E,Y,N,NA,TRUE,HIGH,DD,FALSE
