"","NameBeforeCor","acceptedName_wormsV1","genus_wormsV1","class_wormsV1","phylum_wormsV1","Timestamp","Article.ID.number","PremierNom","Article_authors","Article_year","Article_title","Article_journal","Article_vol","Article_start.Page","Article_end.Page","OLD_Nb_CScomplex_inArticle","OLD_nb_RemainingArticles","OLD_nb_RemovedArticles","Group_survey","MainDataType","GeneticMarker","Nb_CS","Morpho_diff","relativeDistribution","Eco_diff","Repro_diff","RIOK","Nig","Nsg","Nim","Nsm","Region","Comments","Larva","Habitat","adultDispersal","SpeciesName","acceptedName_wormsOLD","genus_wormsOLD","class_wormsOLD","phylum_wormsOLD","KeepFATE","acceptedName_worms","gs","yearb","genus_worms","class_worms","phylum_worms","Nb_CScomplex_inArticle","nb_RemainingArticles","nb_RemovedArticles","nb_art","nb_Articles_per_sp","orig_Nig","orig_Nsg","orig_Nim","orig_Nsm","Npol","Ntemp","Trop","Stemp","Spol","nb_zones","range_long_r100","range_lat_r100","CHull_r100","NbSitesUsed_r100","SimplifiedName","ncbi","mito","dna","Geo_diff","larv.pktro","larv.leci","larv.dd","larv.pel","larva","Hpelagic","Hcoastal","Hcoralreef","Hdeepsea","Hintertidal","Hseagrass","Hestuarine","Hcave","adultbenthic","adultpelagic","HabAdu","Demersal","HKKv2","HKKv3","Hsubstrate","HDifAccess","Dispers","DispAdult","noNeedTaxonSearch","genus","genusBC","Geo_dif3","symp","sympara","allop","NoMorphoDiff","StatMorphoDiff","DiagMorphoDiff","phylum_class","hard_skeleton","ferti","image","genitals","CSss","Sympatric"
"397","Sesarma  reticulatum","Sesarma reticulatum","Sesarma","Malacostraca","Arthropoda",NA,NA,"Sesarma","FELDER, DL; STATON, JL",1994,"GENETIC DIFFERENTIATION IN TRANS-FLORIDIAN SPECIES COMPLEXES OF SESARMA AND UCA (DECAPODA, BRACHYURA)","JOURNAL OF CRUSTACEAN BIOLOGY",14,"191","209",1,1,0,"Arthropoda","Genetic, Morphological","Allozymes",2,"Diagnostic","Allopatric",NA,NA,TRUE,NA,"12",NA,"12","Atlantic, gulf of Mexico",NA,"Planktotroph","Soft sediment, Coastal, salt marsh","Demersal or benthic, Coastal","Sesarma  reticulatum","Sesarma reticulatum","Sesarma","Malacostraca","Arthropoda","other","Sesarma reticulatum",15,1818,"Sesarma","Malacostraca","Arthropoda",1,1,0,1,1,NA,"12",NA,"12",FALSE,TRUE,TRUE,FALSE,FALSE,2,NA,NA,NA,NA,"Sesarma reticulatum","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, salt marsh,Demersal or benthic, Coastal",TRUE,25,25,"Sediment","Normal",NA,"Demersal or benthic",NA,"Sesarma","Sesarma","Allopatric",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Arthropoda_Malacostraca","Y","I","Y","Y",FALSE,FALSE
"398","Siderastrea radians","Siderastrea radians","Siderastrea","Anthozoa","Cnidaria",NA,NA,"Siderastrea","de Menezes, Natalia Matos; Neves, Elizabeth Gerardo; Barros, Francisco; Papa de Kikuchi, Ruy Kenji; Johnsson, Rodrigo",2013,"Intracolonial variation in Siderastrea de Blainville, 1830 (Anthozoa, Scleractinia): taxonomy under challenging morphological constraints","BIOTA NEOTROPICA",13,"108","116",1,1,0,"Cnidaria","Morphological","Allozymes (other paper, Neves 2008, not sure it confirms these CS however)",2,"Diagnostic","Sympatric",NA,NA,TRUE,NA,NA,"156","9","Caribbean","I'm not sure this paper should be included. The species are not described as cryptic. It does describe statistical variation between the species, but also says there are diagnostic characaters. Reproductive differences are also mentioned but not in the  paper. Genetic data are not in the paper.","Lecithotrophic","Coral reef","Demersal or benthic","Siderastrea radians","Siderastrea radians","Siderastrea","Anthozoa","Cnidaria","other","Siderastrea radians",5,1766,"Siderastrea","Anthozoa","Cnidaria",1,1,0,1,1,NA,NA,"156","9",FALSE,TRUE,TRUE,TRUE,FALSE,3,173.0992966,22.54043488,17586904.67,100,"Siderastrea radians","TRUE","TRUE","nuc&mito","Sympatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,10,NA,"Normal",NA,"Demersal or benthic",NA,"Siderastrea","Siderastrea","Sympatric",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Cnidaria_Anthozoa","Y","E","N","N",FALSE,TRUE
"399","Siganus fuscescens","Siganus fuscescens","Siganus","Actinopterygii","Chordata","6/19/2023 4:24:52",274,"Siganus","Ravago-Gotanco, R; de la Cruz, TL; Pante, MJ; Borsa, P",2018,"Cryptic genetic diversity in the mottled rabbitfish Siganus fuscescens with mitochondrial introgression at a contact zone in the South China Sea","PLOS ONE",13,NA,NA,NA,NA,0,"Fish","Genetic, Morphological","mtDNA, microsatellites",3,"Statistic","Sympatric",NA,NA,TRUE,"200","8","200","8","South China Philippines Sea, Pacific Ocean","already known CS, other papers allozymes, sampling fishermen","Planktotroph","Coastal, Intertidal, Estuarine",NA,"Siganus fuscescens",NA,NA,NA,NA,"other","Siganus fuscescens",29,1782,"Siganus","Actinopterygii","Chordata",1,1,0,1,1,"200","8","200","8",FALSE,TRUE,TRUE,TRUE,FALSE,3,152.239148,72.75,67252948.13,100,"Siganus fuscescens","TRUE","TRUE","nuc&mito","Sympatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,"Coastal, Intertidal, Estuarine,NA",FALSE,10,10,NA,"Easy",NA,NA,NA,"Siganus","Siganus","Sympatric",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Chordata_Actinopterygii","Y","E","Y","N",TRUE,TRUE
"400","Silago analis","Sillago analis","Sillago","Actinopterygii","Chordata",NA,NA,"Sillago","Krueck, Nils C.; Tibbetts, Ian R.; Ward, Robert D.; Johnson, Jeffrey W.; Loh, William K. W.; Ovenden, Jennifer R.",2013,"Multi-gene barcoding to discriminate sibling species within a morphologically difficult fish genus (Sillago)","FISHERIES RESEARCH",143,"39","46",1,1,0,"Fish","Genetic, Morphological, Ecological","mtDNA, other nuclear",2,"Diagnostic","Sympatric, Parapatric","Yes",NA,TRUE,"60","2","42","2","Australia","Another paper has information about morphological traits that are not diagnostic. The habitats sampled were chosen because of pre-existing info about habitat preference between the species.","Unknown","Coastal","Demersal or benthic, Coastal","Sillago analis","Sillago analis","Sillago","Actinopterygii","Chordata","other","Sillago analis",30,1943,"Sillago","Actinopterygii","Chordata",1,1,0,1,1,"60","2","42","2",FALSE,FALSE,TRUE,TRUE,FALSE,2,39.79967,16.783337,5228963.086,100,"Sillago analis","TRUE","TRUE","nuc&mito","Sympatric, Parapatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic, Coastal",TRUE,25,25,NA,"Normal",NA,"Demersal or benthic",NA,"Sillago","Silago","Sympatric, Allopatric",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Chordata_Actinopterygii","Y","E","Y","N",FALSE,TRUE
"401","Sinularia tumulosa","Sinularia tumulosa","Sinularia","Anthozoa","Cnidaria","6/19/2023 4:42:07",275,"Sinularia","Quattrini, AM; Wu, T; Soong, K; Jeng, MS; Benayahu, Y; McFadden, CS",2019,"A next generation approach to species delimitation reveals the role of hybridization in a cryptic species complex of corals","BMC EVOLUTIONARY BIOLOGY",19,NA,NA,NA,NA,0,"Cnidaria","Genetic, Morphological","mtDNA, other nuclear, RAD /SNP/-omics (>20 markers)",2,"No differentiation","Sympatric",NA,NA,TRUE,"13","8","13","8","Taiwan, Indo-Pacific Ocean",NA,"Unknown","Coral reef","Demersal or benthic, Coastal, sessile","Sinularia tumulosa",NA,NA,NA,NA,"other","Sinularia tumulosa",175,2008,"Sinularia","Anthozoa","Cnidaria",1,1,0,1,1,"13","8","13","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sinularia tumulosa","TRUE","TRUE","nuc&mito","Sympatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic, Coastal, sessile",TRUE,10,10,NA,"Normal",NA,"Demersal or benthic",NA,"Sinularia","Sinularia","Sympatric",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Cnidaria_Anthozoa","Y","E","N","N",TRUE,TRUE
"402","Sipunculus nudus","Sipunculus (Sipunculus) nudus","Sipunculus","Sipunculidea","Sipuncula",NA,NA,"Sipunculus","Kawauchi, Gisele Y.; Giribet, Gonzalo",2014,"Sipunculus nudus Linnaeus, 1766 (Sipuncula): cosmopolitan or a group of pseudo-cryptic species? An integrated molecular and morphological approach","MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE",35,"478","491",1,1,0,"Sipuncula","Genetic, Morphological","mtDNA, other nuclear",5,"Diagnostic","Allopatric",NA,NA,TRUE,"33","11","27","11","Global",NA,"Planktotroph","Soft sediment, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal","Sipunculus nudus","Sipunculus (Sipunculus) nudus","Sipunculus","Sipunculidea","Sipuncula","other","Sipunculus (Sipunculus) nudus",13,1766,"Sipunculus","Sipunculidea","Sipuncula",1,1,0,1,1,"33","11","27","11",TRUE,TRUE,TRUE,TRUE,FALSE,4,NA,NA,NA,NA,"Sipunculus nudus","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,5,"Sediment","Easy",NA,"Demersal or benthic",NA,"Sipunculus","Sipunculus","Allopatric",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Sipuncula_Sipunculidea","N","E","N","N",FALSE,FALSE
"403","Solea solea","Solea solea","Solea","Actinopterygii","Chordata",NA,NA,"Solea","Boukouvala, Evridiki; Cariani, Alessia; Maes, Gregory E.; Sevilla, Rafael G.; Verrez-Bagnis, Veronique; Jerome, Marc; Guarniero, Ilaria; Monios, Georgios; Tinti, Fausto; Volckaert, Filip A. M.; Bautista, Jose M.; Krey, Grigorios",2012,"Restriction Fragment Length Analysis of the Cytochrome b Gene and Muscle Fatty Acid Composition Differentiate the Cryptic Flatfish Species Solea solea and Solea aegyptiaca","JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY",60,"7941","7948",1,1,0,"Fish","Genetic, Morphological","mtDNA",2,"Statistic","Sympatric",NA,NA,TRUE,"42",NA,"39",NA,"Mediterranean",NA,"Planktotroph, Pelagic","Soft sediment, Coastal, Estuarine","Demersal or benthic, Coastal","Solea solea","Solea solea","Solea","Actinopterygii","Chordata","other","Solea solea",10,1758,"Solea","Actinopterygii","Chordata",1,1,0,1,1,"42",NA,"39",NA,FALSE,TRUE,TRUE,FALSE,FALSE,2,23.5878,22.0351,2215323.889,100,"Solea solea","TRUE","TRUE","nuc&mito","Sympatric",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Estuarine,Demersal or benthic, Coastal",TRUE,10,10,"Sediment","Normal","Moderate to high","Demersal or benthic",NA,"Solea","Solea","Sympatric",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Chordata_Actinopterygii","Y","E","Y","N",TRUE,TRUE
"404","Sphenopus marsupialis","Sphenopus marsupialis","Sphenopus","Anthozoa","Cnidaria",NA,NA,"Sphenopus","Soong, K; Shiau, YS; Chen, CP",1999,"Morphological and life history divergence of the zoanthid, Sphenopus marsupialis off the Taiwanese coast","ZOOLOGICAL STUDIES",38,"333","343",1,1,0,"Cnidaria","Morphological, Reproductive","not necessary in this case",2,"Statistic","Allopatric",NA,NA,TRUE,NA,NA,"2354","7","Pacific",NA,"Unknown","Soft sediment, Coastal","Demersal or benthic, Coastal","Sphenopus marsupialis","Sphenopus marsupialis","Sphenopus","Anthozoa","Cnidaria","other","Sphenopus marsupialis",4,1791,"Sphenopus","Anthozoa","Cnidaria",1,1,0,1,1,NA,NA,"2354","7",FALSE,TRUE,TRUE,TRUE,FALSE,3,35.29983,49.69999962,9798201.922,100,"Sphenopus marsupialis","TRUE","TRUE","nuc&mito","Allopatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal,Demersal or benthic, Coastal",TRUE,25,25,"Sediment","Normal",NA,"Demersal or benthic",NA,"Sphenopus","Sphenopus","Allopatric",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Cnidaria_Anthozoa","Y","E","N","N",TRUE,FALSE
"405","Spiochaetopterus costarum","Spiochaetopterus costarum","Spiochaetopterus","Polychaeta","Annelida",NA,NA,"Spiochaetopterus","Bhaud, MR; Koh, BS; Hong, JS",2002,"Contribution to the present status of Spiochaetopterus costarum: description of Spiochaetopterus koreana, a new species of Chaetopteridae (Polychaeta) from the West Coast of Korea","PROCEEDINGS OF THE BIOLOGICAL SOCIETY OF WASHINGTON",115,"350","358",1,1,0,"annelida","Morphological, Ecology","not necessary in this case",2,"Diagnostic","Allopatric",NA,NA,TRUE,NA,NA,"82","3","Pacific",NA,"Planktotroph","Soft sediment","Demersal or benthic, Coastal","Spiochaetopterus costarum","Spiochaetopterus costarum","Spiochaetopterus","Polychaeta","Annelida","other","Spiochaetopterus costarum",18,1869,"Spiochaetopterus","Polychaeta","Annelida",1,1,0,1,1,NA,NA,"82","3",FALSE,TRUE,TRUE,TRUE,FALSE,3,172.8449924,38.37592697,59722801.21,100,"Spiochaetopterus costarum","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment,Demersal or benthic, Coastal",TRUE,25,25,"Sediment","Normal",NA,"Demersal or benthic",NA,"Spiochaetopterus","Spiochaetopterus","Allopatric",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Annelida_Polychaeta","N","B","N","N",FALSE,FALSE
"406","Spiophanes kroyeri","Spiophanes kroyeri","Spiophanes","Polychaeta","Annelida","7/14/2023 11:03:15",34,"Spiophanes","Radashevsky, VI; Pankova, VV; Malyar, VV; Neretina, TV; Choi, JW; Yum, S; Houbin, C",2020,"Molecular analysis ofSpiophanes bombyxcomplex (Annelida: Spionidae) with description of a new species","PLOS ONE",15,NA,NA,NA,NA,0,"Annelida","Genetic, Morphological","mtDNA, other nuclear, ITS",2,"No differentiation","Allopatric",NA,NA,NA,"5","3",NA,NA,"Atlantic",NA,"Planktotroph","Soft sediment, Coastal","Demersal or benthic, Coastal","Spiophanes kroyeri",NA,NA,NA,NA,"other","Spiophanes kroyeri",33,1860,"Spiophanes","Polychaeta","Annelida",3,1,0,1,1,"5","3",NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,4,194.2300034,31.3158938,49906760.77,100,"Spiophanes kroyeri","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal,Demersal or benthic, Coastal",TRUE,25,25,"Sediment","Normal",NA,"Demersal or benthic",NA,"Spiophanes","Spiophanes","Allopatric",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Annelida_Polychaeta","N","B","N","N",TRUE,FALSE
"407","Spiophanes norrisii","Spiophanes norrisi","Spiophanes","Polychaeta","Annelida","7/14/2023 11:03:15",34,"Spiophanes","Radashevsky, VI; Pankova, VV; Malyar, VV; Neretina, TV; Choi, JW; Yum, S; Houbin, C",2020,"Molecular analysis ofSpiophanes bombyxcomplex (Annelida: Spionidae) with description of a new species","PLOS ONE",15,NA,NA,NA,NA,0,"Annelida","Genetic, Morphological","mtDNA, other nuclear, ITS",2,"No differentiation","Allopatric",NA,NA,NA,"10","4",NA,NA,"pacific",NA,"Planktotroph","Soft sediment, Coastal","Demersal or benthic, Coastal","Spiophanes norrisi",NA,NA,NA,NA,"other","Spiophanes norrisi",33,2009,"Spiophanes","Polychaeta","Annelida",3,1,0,1,1,"10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spiophanes norrisi","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal,Demersal or benthic, Coastal",TRUE,25,25,"Sediment","Normal",NA,"Demersal or benthic",NA,"Spiophanes","Spiophanes","Allopatric",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Annelida_Polychaeta","N","B","N","N",TRUE,FALSE
"408","Spirastrella sp. cf. mollis","Spirastrella mollis","Spirastrella","Demospongiae","Porifera",NA,NA,"Spirastrella","Boury-Esnault, N; Klautau, M; Bezac, C; Wulff, J; Sole-Cava, AM",1999,"Comparative study of putative conspecific sponge populations from both sides of the Isthmus of Panama","JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM",79,"39","50",1,1,0,"Porifera","Genetic, Morphological, Ecological","Allozymes",2,"Statistic","Allopatric","No",NA,TRUE,NA,"3","15","3","Pacific, Caribbean","larval info not given","Unknown","Coral reef, Rocky shore, Seagrass","Demersal or benthic, Coastal","Spirastrella sp. cf. mollis","Spirastrella mollis","Spirastrella","Demospongiae","Porifera","other","Spirastrella mollis",17,1907,"Spirastrella","Demospongiae","Porifera",1,1,0,1,1,NA,"3","15","3",FALSE,TRUE,TRUE,FALSE,FALSE,2,NA,NA,NA,NA,"Spirastrella mollis","FALSE","FALSE","No seq","Allopatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Coral reef, Rocky shore, Seagrass,Demersal or benthic, Coastal",TRUE,10,10,"Rocky","Normal",NA,"Demersal or benthic",NA,"Spirastrella","Spirastrella","Allopatric",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Porifera_Demospongiae","Y","E","N","N",TRUE,FALSE
"409","Spirobranchus polycerus","Spirobranchus polycerus","Spirobranchus","Polychaeta","Annelida",NA,NA,"Spirobranchus","MARSDEN, JR",1992,"REPRODUCTIVE ISOLATION IN 2 FORMS OF THE SERPULID POLYCHAETE, SPIROBRANCHUS-POLYCERUS (SCHMARDA) IN BARBADOS","Bulletin of Marine Science",51,"14","18",1,1,0,"annelida","Morphological, Ecological, Reproductive","not necessary in this case",2,"Statistic","Parapatric","Yes","Yes",TRUE,NA,NA,NA,NA,"Caribbean","no genetic data","Planktotroph","Coral reef, Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal","Spirobranchus polycerus","Spirobranchus polycerus","Spirobranchus","Polychaeta","Annelida","other","Spirobranchus polycerus",36,1861,"Spirobranchus","Polychaeta","Annelida",1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spirobranchus polycerus","FALSE","FALSE","No seq","Paratric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef, Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,10,10,"Rocky","Easy",NA,"Demersal or benthic",NA,"Spirobranchus","Spirobranchus","Allopatric",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Annelida_Polychaeta","N","B","N","N",TRUE,FALSE
"410","Spirobranchus tetraceros","Spirobranchus tetraceros","Spirobranchus","Polychaeta","Annelida","6/30/2023 12:24:23",161,"Spirobranchus","Palero, F; Torrado, H; Perry, O; Kupriyanova, E; Ulman, A; Genis-Armero, R; ten Hove, HA; Capaccioni-Azzati, R",2020,"Following the Phoenician example: western Mediterranean colonization by Spirobranchus cf. tetraceros (Annelida: Serpulidae)","SCIENTIA MARINA",84,"83","92",NA,NA,0,"Annelida","Genetic, Morphological","mtDNA",2,"No differentiation","Allopatric",NA,NA,NA,"6","3","6","2","Mediterranean, indo-pacific","They didn't examine the type material (Australia) for morphology, so it's actually not clear to me if there are morpho differences or not.","Planktotroph","Rocky shore, Coastal, Estuarine, port","Demersal or benthic, Coastal","Spirobranchus tetraceros",NA,NA,NA,NA,"other","Spirobranchus tetraceros",36,1861,"Spirobranchus","Polychaeta","Annelida",1,1,0,1,1,"6","3","6","2",FALSE,TRUE,TRUE,TRUE,FALSE,3,222.46214,71.74703,92834107.48,100,"Spirobranchus tetraceros","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Estuarine, port,Demersal or benthic, Coastal",TRUE,10,10,"Rocky","Normal",NA,"Demersal or benthic",NA,"Spirobranchus","Spirobranchus","Allopatric",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Annelida_Polychaeta","N","B","N","N",TRUE,FALSE
"411","Sprattus antipodum","Sprattus antipodum","Sprattus","Actinopterygii","Chordata",NA,NA,"Sprattus","SMITH, PJ; ROBERTSON, DA",1981,"GENETIC-EVIDENCE FOR 2 SPECIES OF SPRAT (SPRATTUS) IN NEW-ZEALAND WATERS","MARINE BIOLOGY",62,"227","233",1,1,0,"Fish","Genetic, Morphological","Allozymes",2,"Statistic","Sympatric",NA,NA,TRUE,"92","2","92","8",NA,"larval info not given; morphological analysis listed as unpublished (they say there were not stastically sig diffs in the morphometric analysis but i am listing this as statistical differences anyway).","Unknown","Pelagic","Pelagic","Sprattus antipodum","Sprattus antipodum","Sprattus","Actinopterygii","Chordata","other","Sprattus antipodum",5,1872,"Sprattus","Actinopterygii","Chordata",1,1,0,1,1,"92","2","92","8",FALSE,FALSE,FALSE,TRUE,FALSE,1,38.59382,10.76782,1933818.177,100,"Sprattus antipodum","TRUE","TRUE","mito","Sympatric",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,1000,NA,"Normal","High","Pelagic",NA,"Sprattus","Sprattus","Sympatric",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Chordata_Actinopterygii","Y","E","Y","N",TRUE,TRUE
"412","Squatina argentina","Squatina argentina","Squatina","Elasmobranchii","Chordata",NA,NA,"Squatina","SOLECAVA, AM; VOOREN, CM; LEVY, JA",1983,"ISOZYMIC DIFFERENTIATION OF 2 SIBLING SPECIES OF SQUATINA (CHONDRICHTHYES) IN SOUTH BRAZIL","COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY",75,"355","358",1,1,0,"Fish","Genetic, Morphological, Ecological","Allozymes, 14 presumptive loci",2,"Diagnostic","Sympatric","Yes",NA,TRUE,"41","20","144",NA,"South Brazil",NA,"Planktotroph, pelagic","Pelagic","Pelagic","Squatina argentina","Squatina argentina","Squatina","Elasmobranchii","Chordata","other","Squatina argentina",25,1930,"Squatina","Elasmobranchii","Chordata",1,1,0,1,1,"41","20","144",NA,FALSE,FALSE,FALSE,TRUE,FALSE,1,15.7667,14.383299,433377.6266,100,"Squatina argentina","TRUE","TRUE","mito","Sympatric",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,1000,NA,"Normal","High","Pelagic",NA,"Squatina","Squatina","Sympatric",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Chordata_Elasmobranchii","Y","I","Y","Y",FALSE,TRUE
"413","Starksia atlantica","Starksia atlantica","Starksia","Actinopterygii","Chordata",NA,NA,"Starksia","Baldwin, Carole C.; Castillo, Cristina I.; Weigt, Lee A.; Victor, Benjamin C.",2011,"Seven new species within western Atlantic Starksia atlantica, S. lepicoelia, and S. sluiteri (Teleostei, Labrisomidae), with comments on congruence of DNA barcodes and species","ZOOKEYS",NA,"21","72",3,1,0,"Fish","Genetic, Morphological","mtDNA",5,"Diagnostic","Allopatric",NA,NA,TRUE,"26","7","42","8",NA,NA,"Planktotroph","Coral reef","Demersal or benthic","Starksia atlantica","Starksia atlantica","Starksia","Actinopterygii","Chordata","other","Starksia atlantica",38,1934,"Starksia","Actinopterygii","Chordata",3,1,0,1,1,"26","7","42","8",FALSE,TRUE,TRUE,FALSE,FALSE,2,28.60755629,15.504322,2916162.66,100,"Starksia atlantica","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,10,NA,"Normal",NA,"Demersal or benthic",NA,"Starksia","Starksia","Allopatric",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Chordata_Actinopterygii","Y","E","Y","N",FALSE,FALSE
"414","Starksia lepicoelia","Starksia lepicoelia","Starksia","Actinopterygii","Chordata",NA,NA,"Starksia","Baldwin, Carole C.; Castillo, Cristina I.; Weigt, Lee A.; Victor, Benjamin C.",2011,"Seven new species within western Atlantic Starksia atlantica, S. lepicoelia, and S. sluiteri (Teleostei, Labrisomidae), with comments on congruence of DNA barcodes and species","ZOOKEYS",NA,"21","72",3,1,0,"Fish","Genetic, Morphological","mtDNA",6,"Diagnostic","Allopatric",NA,NA,TRUE,"25","5","112","8",NA,NA,"Planktotroph","Coral reef","Demersal or benthic","Starksia lepicoelia","Starksia lepicoelia","Starksia","Actinopterygii","Chordata","other","Starksia lepicoelia",38,1961,"Starksia","Actinopterygii","Chordata",3,1,0,1,1,"25","5","112","8",FALSE,TRUE,TRUE,FALSE,FALSE,2,28.74420929,15.37705474,3205053.053,100,"Starksia lepicoelia","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,10,NA,"Normal",NA,"Demersal or benthic",NA,"Starksia","Starksia","Allopatric",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Chordata_Actinopterygii","Y","E","Y","N",FALSE,FALSE
