"NameBeforeCor","acceptedName_wormsV1","genus_wormsV1","class_wormsV1","phylum_wormsV1","Timestamp","Article.ID.number","PremierNom","Article_authors","Article_year","Article_title","Article_journal","Article_vol","Article_start.Page","Article_end.Page","OLD_Nb_CScomplex_inArticle","OLD_nb_RemainingArticles","OLD_nb_RemovedArticles","Group_survey","MainDataType","GeneticMarker","Nb_CS","Morpho_diff","relativeDistribution","Eco_diff","Repro_diff","RIOK","Nig","Nsg","Nim","Nsm","Region","Comments","Larva","Habitat","adultDispersal","SpeciesName","acceptedName_wormsOLD","genus_wormsOLD","class_wormsOLD","phylum_wormsOLD","KeepFATE","acceptedName_worms","gs","yearb","genus_worms","class_worms","phylum_worms","Nb_CScomplex_inArticle","nb_RemainingArticles","nb_RemovedArticles","nb_art","nb_Articles_per_sp","orig_Nig","orig_Nsg","orig_Nim","orig_Nsm","Npol","Ntemp","Trop","Stemp","Spol","nb_zones","range_long_r100","range_lat_r100","CHull_r100","NbSitesUsed_r100","SimplifiedName","ncbi","mito","dna","Geo_diff","larv.pktro","larv.leci","larv.dd","larv.pel","larva","Hpelagic","Hcoastal","Hcoralreef","Hdeepsea","Hintertidal","Hseagrass","Hestuarine","Hcave","adultbenthic","adultpelagic","HabAdu","Demersal","HKKv2","HKKv3","Hsubstrate","HDifAccess","Dispers","DispAdult","noNeedTaxonSearch"
"Conus orbignyi","Conasprella orbignyi","Conasprella","Gastropoda","Mollusca",NA,NA,"Conus","Puillandre, Nicolas; Meyer, Christopher P.; Bouchet, Philippe; Olivera, Baldomero M.",2011,"Genetic divergence and geographical variation in the deep-water Conus orbignyi complex (Mollusca: Conoidea)","ZOOLOGICA SCRIPTA",40,"350","363",1,1,0,"Mollusca","Genetic, Morphological","mtDNA, ITS",3,"Diagnostic","Allopatric",NA,NA,TRUE,"26","12","136","35","Indo-Pacific",NA,"Planktotroph, Pelagic","Soft sediment, Deep sea","Demersal or benthic","Conus orbignyi","Conasprella orbignyi","Conasprella","Gastropoda","Mollusca","other","Conasprella orbignyi",161,1831,"Conasprella","Gastropoda","Mollusca",1,1,0,1,1,"26","12","136","35",FALSE,TRUE,TRUE,TRUE,FALSE,3,NA,NA,NA,NA,"Conasprella orbignyi","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Deep sea,Demersal or benthic",TRUE,"100","100","Sediment","Difficult","Moderate to high","Demersal or benthic",NA
"Africonus curralensis","Conus curralensis","Conus","Gastropoda","Mollusca","07/05/2023 21:25",89,"Africonus","Tenorio, MJ; Abalde, S; Pardos-Blas, JR; Zardoya, R",2020,"Taxonomic revision of West African cone snails (Gastropoda: Conidae) based upon mitogenomic studies: implications for conservation","EUROPEAN JOURNAL OF TAXONOMY",663,"1","89",NA,NA,0,"Mollusca","Genetic, Morphological","mtDNA",2,"Diagnostic","Sympatric",NA,NA,TRUE,"2","1","2","1","atlantic",NA,"Unknown","Rocky shore, Coastal","Demersal or benthic, Coastal","Africonus curralensis",NA,NA,NA,NA,"other","Conus curralensis",759,1986,"Conus","Gastropoda","Mollusca",2,1,0,1,1,"2","1","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conus curralensis","TRUE","TRUE","mito","Sympatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal,Demersal or benthic, Coastal",TRUE,"25","25","Rocky","Normal",NA,"Demersal or benthic",NA
"Conus ebraeus","Conus ebraeus","Conus","Gastropoda","Mollusca",NA,NA,"Conus","Duda, Thomas F., Jr.; Kohn, Alan J.; Matheny, Amber M.",2009,"Cryptic Species Differentiated in Conus ebraeus, a Widespread Tropical Marine Gastropod","BIOLOGICAL BULLETIN",217,"292","305",1,1,0,"Mollusca","Genetic, Morphological, Ecological","mtDNA",2,"Statistic","Sympatric","Yes",NA,TRUE,"45","1","184","2","Indo-Pacific","larval info not given","Direct development","Coral reef, Soft sediment, Rocky shore, Intertidal or tide pools","Demersal or benthic, Coastal","Conus ebraeus","Conus ebraeus","Conus","Gastropoda","Mollusca","other","Conus ebraeus",759,1758,"Conus","Gastropoda","Mollusca",1,1,0,1,1,"45","1","184","2",FALSE,TRUE,TRUE,TRUE,FALSE,3,243.6566963,58.24233667,76800718.64,100,"Conus ebraeus","TRUE","TRUE","nuc&mito","Sympatric",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef, Soft sediment, Rocky shore, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,"10","10","Sediment and Rocky","Easy","Very low or null","Demersal or benthic",NA
"Kalloconus pulcher","Conus pulcher","Conus","Gastropoda","Mollusca","07/05/2023 21:25",89,"Kalloconus","Tenorio, MJ; Abalde, S; Pardos-Blas, JR; Zardoya, R",2020,"Taxonomic revision of West African cone snails (Gastropoda: Conidae) based upon mitogenomic studies: implications for conservation","EUROPEAN JOURNAL OF TAXONOMY",663,"1","89",NA,NA,0,"Mollusca","Genetic, Morphological","mtDNA",2,"Diagnostic","Allopatric",NA,NA,TRUE,"2","1","2","1","atlantic",NA,"Unknown","Rocky shore, Coastal","Demersal or benthic, Coastal","Kalloconus pulcher",NA,NA,NA,NA,"other","Conus pulcher",759,1786,"Conus","Gastropoda","Mollusca",2,1,0,1,1,"2","1","2","1",FALSE,TRUE,TRUE,FALSE,FALSE,2,NA,NA,NA,NA,"Conus pulcher","TRUE","TRUE","nuc&mito","Allopatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal,Demersal or benthic, Coastal",TRUE,"25","25","Rocky","Normal",NA,"Demersal or benthic",NA
"Conus sponsalis","Conus sponsalis","Conus","Gastropoda","Mollusca",NA,NA,"Conus","Duda, Thomas F., Jr.; Bolin, Matthew B.; Meyer, Christopher P.; Kohn, Alan J.",2008,"Hidden diversity in a hyperdiverse gastropod genus: Discovery of previously unidentified members of a Conus species complex","MOLECULAR PHYLOGENETICS AND EVOLUTION",49,"867","876",1,1,0,"Mollusca","Genetic, Morphological","mtDNA, other nuclear",8,"No differentiation","Allopatric, Sympatric",NA,NA,TRUE,"76","19","60","8",NA,"Multiple sets of CS. Habitat info may not be complete.","Planktotroph, Pelagic","Coastal, Intertidal or tide pools","Demersal or benthic","Conus sponsalis","Conus sponsalis","Conus","Gastropoda","Mollusca","other","Conus sponsalis",759,1792,"Conus","Gastropoda","Mollusca",1,1,0,1,1,"76","19","60","8",FALSE,TRUE,TRUE,TRUE,FALSE,3,192.3900013,62.60000229,72265728.88,100,"Conus sponsalis","TRUE","TRUE","nuc&mito","Sympatric, Allopatric",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, Intertidal or tide pools,Demersal or benthic",TRUE,"5","5",NA,"Easy","Moderate to high","Demersal or benthic",NA
"Coralliogalathea humilis","Coralliogalathea humilis","Coralliogalathea","Malacostraca","Arthropoda","07/02/2023 15:31",98,"Coralliogalathea","Rodriguez-Flores, PC; Macpherson, E; Buckley, D; Machordom, A",2019,"High morphological similarity coupled with high genetic differentiation in new sympatric species of coral-reef squat lobsters (Crustacea: Decapoda: Galatheidae)","ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY",185,"984","1017",NA,NA,0,"Arthropoda","Genetic, Morphological","mtDNA, ITS",6,"Statistic","Allopatric, Sympatric",NA,NA,TRUE,"26","7","150","8","indo-pacific",NA,"Unknown","Coral reef","Demersal or benthic","Coralliogalathea humilis",NA,NA,NA,NA,"other","Coralliogalathea humilis",6,1906,"Coralliogalathea","Malacostraca","Arthropoda",1,1,0,1,1,"26","7","150","8",FALSE,TRUE,TRUE,FALSE,FALSE,2,NA,NA,NA,NA,"Coralliogalathea humilis","TRUE","TRUE","nuc&mito","Sympatric, Allopatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,"10","10",NA,"Normal",NA,"Demersal or benthic",NA
"Coryne pusilla","Coryne pusilla","Coryne","Hydrozoa","Cnidaria",NA,NA,"Coryne","Schuchert, P",2005,"Species boundaries in the hydrozoan genus Coryne","MOLECULAR PHYLOGENETICS AND EVOLUTION",36,"194","199",1,1,0,"Cnidaria","Genetic","mtDNA",4,NA,"Allopatric",NA,NA,NA,"10","7",NA,NA,"Global","adult habitat not given. Part of a larger phylogeny","sessile sporosacs (no medusae)","Coastal, Rocky shore, Intertidal or tide pools","Demersal or benthic, Coastal","Coryne pusilla","Coryne pusilla","Coryne","Hydrozoa","Cnidaria","other","Coryne pusilla",19,1774,"Coryne","Hydrozoa","Cnidaria",1,1,0,1,1,"10","7",NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,NA,NA,NA,"Coryne pusilla","TRUE","TRUE","nuc&mito","Allopatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, Rocky shore, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,"5","5","Rocky","Easy",NA,"Demersal or benthic",NA
"Flabellina verrucosa","Coryphella verrucosa","Coryphella","Gastropoda","Mollusca","07/04/2023 16:00",94,"Flabellina","Furfaro, G; Salvi, D; Mancini, E; Mariottini, P",2018,"A multilocus view on Mediterranean aeolid nudibranchs (Mollusca): Systematics and cryptic diversity of Flabellinidae and Piseinotecidae","MOLECULAR PHYLOGENETICS AND EVOLUTION",118,"13","22",NA,NA,0,"Mollusca","Genetic","mtDNA, other nuclear",2,NA,"Allopatric",NA,NA,NA,"20","7",NA,NA,"Atlantic, Mediterranean",NA,"Planktotroph","Coastal, Not sure - need to look up elsewhere","Demersal or benthic, Coastal","Flabellina verrucosa",NA,NA,NA,NA,"other","Coryphella verrucosa",6,1829,"Coryphella","Gastropoda","Mollusca",4,1,0,1,1,"20","7",NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,2,103.2666651,25.43166804,32994715.21,100,"Coryphella verrucosa","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, Not sure - need to look up elsewhere,Demersal or benthic, Coastal",TRUE,"25","25",NA,"Normal",NA,"Demersal or benthic",NA
"Corythoichthys haematopterus","Corythoichthys haematopterus","Corythoichthys","Actinopterygii","Chordata",NA,NA,"Corythoichthys","Sogabe, Atsushi; Takagi, Motohiro",2013,"Population genetic structure of the messmate pipefish Corythoichthys haematopterus in the northwest pacific: evidence for a cryptic species","SPRINGERPLUS",2,NA,NA,1,1,0,"Fish","Genetic, Morphological, Ecological","mtDNA",2,"No differentiation","Allopatric, Sympatric","Yes",NA,TRUE,"108","6","23","5","Indo-Pacific",NA,"Planktotroph","Rocky shore, Seagrass","Demersal or benthic, Coastal","Corythoichthys haematopterus","Corythoichthys haematopterus","Corythoichthys","Actinopterygii","Chordata","other","Corythoichthys haematopterus",12,1851,"Corythoichthys","Actinopterygii","Chordata",1,1,0,1,1,"108","6","23","5",FALSE,TRUE,TRUE,FALSE,FALSE,2,141.998417,55.18083397,57401675.37,100,"Corythoichthys haematopterus","TRUE","TRUE","nuc&mito","Sympatric, Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Seagrass,Demersal or benthic, Coastal",TRUE,"10","10","Rocky","Normal",NA,"Demersal or benthic",NA
"Costasiella ocellifera","Costasiella ocellifera","Costasiella","Gastropoda","Mollusca",NA,NA,"Costasiella","Espinoza, Erika; DuPont, Anne; Valdes, Angel",2014,"Molecular data reveal an undescribed cryptic species of Costasiella Pruvot-Fol, 1951 (Euthyneura: Sacoglossa: Limapontidae) in the Bahamas","AMERICAN MALACOLOGICAL BULLETIN",32,"173","182",1,1,0,"Mollusca","Genetic, Morphological","mtDNA, other nuclear",2,"Diagnostic","Sympatric",NA,NA,TRUE,"16","3","48","3","Caribbean","Adult habitat not well described","Planktotroph, Pelagic","Coastal","Demersal or benthic","Costasiella ocellifera","Costasiella ocellifera","Costasiella","Gastropoda","Mollusca","other","Costasiella ocellifera",16,1895,"Costasiella","Gastropoda","Mollusca",1,1,0,1,1,"16","3","48","3",FALSE,TRUE,TRUE,FALSE,FALSE,2,NA,NA,NA,NA,"Costasiella ocellifera","TRUE","TRUE","nuc&mito","Sympatric",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,"25","25",NA,"Normal","Moderate to high","Demersal or benthic",NA
"Coxicerberus fukudai","Coxicerberus fukudai","Coxicerberus","Malacostraca","Arthropoda","05/07/2023 21:13",81,"Coxicerberus","Kim, J; Malyutina, M; Lee, W; Karanovic, I",2018,"Incongruence between morphological and molecular diversity in Coxicerberus fukudai (Ito, 1974) (Isopoda: Microcerberidea) from East Asia","JOURNAL OF CRUSTACEAN BIOLOGY",38,"315","328",NA,NA,0,"Arthropoda","Genetic, Morphological","mtDNA, ITS",2,"No differentiation","Allopatric, Parapatric",NA,NA,NA,"27","11","27","11","Indo-pacific",NA,"Direct development","Coastal, Intertidal or tide pools, Beach","Demersal or benthic, Coastal","Coxicerberus fukudai",NA,NA,NA,NA,"other","Coxicerberus fukudai",27,1974,"Coxicerberus","Malacostraca","Arthropoda",1,1,0,1,1,"27","11","27","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coxicerberus fukudai","TRUE","TRUE","nuc&mito","Allopatric, Parapatric",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, Intertidal or tide pools, Beach,Demersal or benthic, Coastal",TRUE,"5","5",NA,"Easy","Very low or null","Demersal or benthic",NA
"Crassispira cerithina","Crassispira cerithina","Crassispira","Gastropoda","Mollusca","7/13/2023 13:15:05",32,"Crassispira","Kantor, YI; Stahlschmidt, P; Aznar-Cormano, L; Bouchet, P; Puillandre, N",2017,"Too familiar to be questioned? Revisiting the Crassispira cerithina species complex (Gastropoda: Conoidea: Pseudomelatomidae)","JOURNAL OF MOLLUSCAN STUDIES",83,"43","55",NA,NA,0,"Mollusca","Genetic, Morphological","mtDNA, ITS",2,"Diagnostic","Sympatric",NA,NA,TRUE,"42","5","42","5","indo-pacific",NA,"Direct development","Coastal","Demersal or benthic, Coastal","Crassispira cerithina",NA,NA,NA,NA,"other","Crassispira cerithina",113,1838,"Crassispira","Gastropoda","Mollusca",1,1,0,1,1,"42","5","42","5",FALSE,TRUE,TRUE,FALSE,FALSE,2,NA,NA,NA,NA,"Crassispira cerithina","TRUE","TRUE","nuc&mito","Sympatric",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic, Coastal",TRUE,"25","25",NA,"Normal","Very low or null","Demersal or benthic",NA
"Crenimugil buchanani","Crenimugil buchanani","Crenimugil","Actinopterygii","Chordata","07/05/2023 12:42",126,"Crenimugil","Durand, JD; Hubert, N; Shen, KN; Borsa, P",2017,"DNA barcoding grey mullets","REVIEWS IN FISH BIOLOGY AND FISHERIES",27,"233","243",NA,NA,0,"Fish","Genetic","mtDNA",5,NA,"Allopatric, Sympatric",NA,NA,NA,"29","14",NA,NA,"global","complex previously described","Planktotroph, pelagic","Coastal","Pelagic, Coastal","Crenimugil buchanani",NA,NA,NA,NA,"other","Crenimugil buchanani",4,1853,"Crenimugil","Actinopterygii","Chordata",6,1,0,1,1,"29","14",NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,220.9480944,68.801698,100536250.9,100,"Crenimugil buchanani","TRUE","TRUE","nuc&mito","Sympatric, Allopatric",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Coastal,Pelagic, Coastal",FALSE,"1000","1000",NA,"Normal","High","Pelagic",NA
"Moolgarda seheli",NA,NA,"Actinopterygii","Chordata",NA,NA,"Moolgarda","Durand, J. -D.; Shen, K. -N.; Chen, W. -J.; Jamandre, B. W.; Blel, H.; Diop, K.; Nirchio, M.; Garcia de Leon, F. J.; Whitfield, A. K.; Chang, C. -W.; Borsa, P.",2012,"Systematics of the grey mullets (Teleostei: Mugiliformes: Mugilidae): Molecular phylogenetic evidence challenges two centuries of morphology-based taxonomy","MOLECULAR PHYLOGENETICS AND EVOLUTION",64,"73","92",3,1,0,"Fish","Genetic","mtDNA",3,NA,"Allopatric, Sympatric",NA,NA,NA,NA,NA,NA,NA,"Indo-Pacific","In some of the cases it looks like formal descriptions of CS are elsewhere. In many cases, though, these are just ID'd based on barcodes.","Planktotroph, pelagic","Pelagic, Coastal","Pelagic, Coastal","Moolgarda seheli","Moolgarda seheli","Moolgarda","Actinopterygii","Chordata","other","Crenimugil seheli",4,1775,"Crenimugil","Actinopterygii","Chordata",3,1,0,1,1,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,193.9267385,66.34098793,88608759.17,100,"Crenimugil seheli","TRUE","TRUE","nuc&mito","Sympatric, Allopatric",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic, Coastal,Pelagic, Coastal",FALSE,"1000","1000",NA,"Normal","High","Pelagic",NA
"Crepidula plana","Crepidula plana","Crepidula","Gastropoda","Mollusca",NA,NA,"Crepidula","Collin, R",2000,"Phylogeny of the Crepidula plana (Gastropoda : Calyptraeidae) cryptic species complex in North America","CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE",78,"1500","1514",1,1,0,"Mollusca","Genetic, Morphological, Reproductive","mtDNA",3,"Diagnostic","Allopatric, Sympatric, Parapatric",NA,"Yes",TRUE,"36","11","36","11","Atlantic, gulf of Mexico","There's allozyme data elsewhere as well (Hoagland)","Planktotroph, Direct development","Rocky shore, Coastal, Intertidal or tide pools, other mollusc shells","Demersal or benthic, Coastal","Crepidula plana","Crepidula plana","Crepidula","Gastropoda","Mollusca","other","Crepidula plana",48,1822,"Crepidula","Gastropoda","Mollusca",1,1,0,1,1,"36","11","36","11",FALSE,TRUE,TRUE,TRUE,FALSE,3,179.79591,67.27830046,31242574.93,100,"Crepidula plana","TRUE","TRUE","nuc&mito","Sympatric, Allopatric, Parapatric",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools, other mollusc shells,Demersal or benthic, Coastal",TRUE,"5","5","Rocky","Easy","Very low or null","Demersal or benthic",NA
"Crepipatella occulta","Crepipatella occulta","Crepipatella","Gastropoda","Mollusca",NA,NA,"Crepipatella","Veliz, David; Winkler, Federico M.; Guisado, Chita; Collin, Rachel",2012,"A new species of Crepipatella (Gastropoda: Calyptraeidae) from northern Chile","MOLLUSCAN RESEARCH",32,"145","153",1,1,0,"Mollusca","Genetic, Morphological, Reproductive","mtDNA, Allozymes",2,"No differentiation","Sympatric",NA,NA,TRUE,NA,NA,"5","1","SouthEastern Atlantic",NA,"Direct development, nurse embryos","Rocky shore, Coastal","Demersal or benthic, Coastal","Crepipatella occulta","Crepipatella occulta","Crepipatella","Gastropoda","Mollusca","other","Crepipatella occulta",9,2012,"Crepipatella","Gastropoda","Mollusca",1,1,0,1,1,NA,NA,"5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crepipatella occulta","FALSE","FALSE","No seq","Sympatric",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal,Demersal or benthic, Coastal",TRUE,"25","25","Rocky","Normal","Very low or null","Demersal or benthic",NA
"Crepipatella fecunda","Crepipatella peruviana","Crepipatella","Gastropoda","Mollusca",NA,NA,"Crepipatella","Nunez, Jose J.; Vejar-Pardo, Andres; Guzman, Benjamin E.; Barriga, Elias H.; Gallardo, Carlos S.",2012,"Phylogenetic and mixed Yule-coalescent analyses reveal cryptic lineages within two South American marine snails of the genus Crepipatella (Gastropoda: Calyptraeidae)","INVERTEBRATE BIOLOGY",131,"301","311",1,1,0,"Mollusca","Genetic, Reproductive","mtDNA",2,"No differentiation","Sympatric",NA,NA,NA,"154","11",NA,NA,"SouthEastern Pacific",NA,"Planktotroph, Direct development, nurse eggs","Rocky shore, Coastal","Demersal or benthic, Coastal","Crepipatella fecunda","Crepipatella peruviana","Crepipatella","Gastropoda","Mollusca","other","Crepipatella peruviana",9,1822,"Crepipatella","Gastropoda","Mollusca",1,1,0,1,1,"154","11",NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1,NA,NA,NA,NA,"Crepipatella peruviana","FALSE","FALSE","No seq","Sympatric",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal,Demersal or benthic, Coastal",TRUE,"25","25","Rocky","Normal","Very low or null","Demersal or benthic",NA
"Crucibulum quiriquinae","Crucibulum quiriquinae","Crucibulum","Gastropoda","Mollusca",NA,NA,"Crucibulum","Veliz, D; Guisado, C; Winkler, FM",2001,"Morphological, reproductive, and genetic variability among three populations of Crucibulum quiriquinae (Gastropoda : Calyptraeidae) in northern Chile","MARINE BIOLOGY",139,"527","534",1,1,0,"Mollusca","Genetic, Morphological, Reproductive","Allozymes",2,"Diagnostic","Allopatric",NA,NA,TRUE,"90","3","890","3","Pacific",NA,"Planktotroph, Direct development","gastropod shells","Demersal or benthic, Coastal","Crucibulum quiriquinae","Crucibulum quiriquinae","Crucibulum","Gastropoda","Mollusca","other","Crucibulum quiriquinae",18,1830,"Crucibulum","Gastropoda","Mollusca",1,1,0,1,1,"90","3","890","3",FALSE,FALSE,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,"Crucibulum quiriquinae","FALSE","FALSE","No seq","Allopatric",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"gastropod shells,Demersal or benthic, Coastal",TRUE,"25","25",NA,"Normal","Very low or null","Demersal or benthic",NA
"Cryptasterina hystera","Cryptasterina hystera","Cryptasterina","Asteroidea","Echinodermata",NA,NA,"Cryptasterina","Byrne, M",2005,"Viviparity in the sea star Cryptasterina hystera (Asterinidae) - Conserved and modified features in reproduction and development","BIOLOGICAL BULLETIN",208,"81","91",1,1,0,"Echinodermata","Reproductive","other nuclear (trasncriptome), after 2015 but confirmed not ambiguous (Guerra et al Evolution & development 2021)",2,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,"Pacific",NA,"Direct development, viviparous","mangrove","Demersal or benthic, Coastal","Cryptasterina hystera","Cryptasterina hystera","Cryptasterina","Asteroidea","Echinodermata","other","Cryptasterina hystera",3,2003,"Cryptasterina","Asteroidea","Echinodermata",1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cryptasterina hystera","TRUE","TRUE","nuc&mito","",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"mangrove,Demersal or benthic, Coastal",TRUE,"10","10",NA,"Normal","Very low or null","Demersal or benthic",NA
"Patiriella pseudoexigua","Cryptasterina pentagona","Cryptasterina","Asteroidea","Echinodermata",NA,NA,"Patiriella","Hart, MW; Byrne, M; Johnson, SL",2003,"Patiriella pseudoexigua (Asteroidea : Asterinidae): a cryptic species complex revealed by molecular and embryological analyses","JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM",83,"1109","1116",1,1,0,"Echinodermata","Genetic, Reproductive","mtDNA",4,NA,"Allopatric",NA,NA,NA,"15","6",NA,NA,"Indo-Pacific",NA,"Planktotroph, Brooding","Soft sediment, Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal","Patiriella pseudoexigua","Cryptasterina pentagona","Cryptasterina","Asteroidea","Echinodermata","other","Cryptasterina pentagona",3,1840,"Cryptasterina","Asteroidea","Echinodermata",1,1,0,1,1,"15","6",NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,2,NA,NA,NA,NA,"Cryptasterina pentagona","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,"5","5","Sediment and Rocky","Easy","Very low or null","Demersal or benthic",NA
"Cryptolaria pectinata","Cryptolaria pectinata","Cryptolaria","Hydrozoa","Cnidaria",NA,NA,"Cryptolaria","Moura, Carlos J.; Cunha, Marina R.; Porteiro, Filipe M.; Rogers, Alex D.",2011,"Polyphyly and cryptic diversity in the hydrozoan families Lafoeidae and Hebellidae (Cnidaria: Hydrozoa)","INVERTEBRATE SYSTEMATICS",25,"454","470",2,1,0,"Cnidaria","Genetic","mtDNA",7,"Statistic","Allopatric",NA,NA,TRUE,"10","7","10",NA,"Atlantic",NA,"Lecithotrophic","Rocky shore, Deep sea, Coastal, fouling communities","Demersal or benthic","Cryptolaria pectinata","Cryptolaria pectinata","Cryptolaria","Hydrozoa","Cnidaria","other","Cryptolaria pectinata",6,1888,"Cryptolaria","Hydrozoa","Cnidaria",2,1,0,1,1,"10","7","10",NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,NA,NA,NA,NA,"Cryptolaria pectinata","TRUE","TRUE","mito","Allopatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Deep sea, Coastal, fouling communities,Demersal or benthic",TRUE,"100","100","Rocky","Difficult",NA,"Demersal or benthic",NA
