Species	Phylum	IsInSurvey	year
Hydroginella_vincentiana	Mollusca	No	NA
Philocheras_nikiforovi	Arthropoda	No	NA
Platylepas_ophiophila	Arthropoda	No	NA
Triviella_verhoefi	Mollusca	No	NA
Trischizostoma_richeri	Arthropoda	No	1994
Smaragdia_roseopicta	Mollusca	No	1930
Uvanilla_unguis	Mollusca	No	NA
Felimare_sycilla	Mollusca	No	NA
Finella_natalensis	Mollusca	No	NA
SteNodus_nelma	Chordata	No	NA
Clavus_protentus	Mollusca	No	1896
Temorites_michelae	Arthropoda	No	NA
Melithaea_singularis	Cnidaria	No	NA
Puncturella_agger	Mollusca	No	1879
Bittinella_lochi	Mollusca	No	NA
Paralaophontodes_armatus	Arthropoda	No	NA
Sagartiogeton_tubicolus	Cnidaria	No	NA
Pectinia_elongata	Cnidaria	No	1892
Altiverruca_gibbosa	Arthropoda	No	NA
Nemertesia_Norvegica	Cnidaria	No	NA
OeNopota_declivis	Mollusca	No	NA
Haplostylus_pacificus	Arthropoda	No	NA
Leucandra_gaussii	Porifera	No	1931
Leucandra_lobata	Porifera	No	NA
Raspailia_colorans	Porifera	No	1993
Psammoclema_finmarchicum	Porifera	No	NA
Forcepia_(Leptolabis)_luciensis	Porifera	No	NA
Bugulella_klugei	Bryozoa	No	NA
Ophioplinthus_brucei	EchiNodermata	No	NA
Leptocuma_kinbergii	Arthropoda	No	NA
Oliva_todosina	Mollusca	No	1835
Hippaliosina_acutirostris	Bryozoa	No	1929
Tricoma_hopperi	Nematoda	No	1970
Paraliparis_meganchus	Chordata	No	1982
Megerlina_pisum	Brachiopoda	No	NA
Torometopa_serrata	Arthropoda	No	NA
Ammothella_elegantula	Arthropoda	No	NA
Amphioplus_(Amphioplus)_psilochora	EchiNodermata	No	NA
Ophiozonella_polyplax	EchiNodermata	No	NA
Ophiuraster_symmetricus	EchiNodermata	No	1958
Filitanais_vulgaris	Arthropoda	No	1981
Raphitoma_bicolor	Mollusca	No	NA
Polysyncraton_otuetue	Chordata	No	1987
Tuberarcturus_fungifer	Arthropoda	No	NA
Mesanthura_spongicola	Arthropoda	No	1991
Ancinus_belizensis	Arthropoda	No	1987
Lirceolus_pilus	Arthropoda	No	NA
Tecticeps_pugettensis	Arthropoda	No	1947
Hyporhamphus_sindensis	Chordata	No	NA
Oxyurichthys_visayanus	Chordata	No	NA
Lepidotrigla_venusta	Chordata	No	NA
Enneapterygius_clea	Chordata	No	1997
Pseudochromis_viridis	Chordata	No	1996
Scolecenchelys_vermiformis	Chordata	No	NA
Dendronephthya_gigantea	Cnidaria	No	NA
Rhizopsammia_pulchra	Cnidaria	No	1868
Epiphellia_anneae	Cnidaria	No	NA
Sphenanthias_nigromarginatus	Chordata	No	1985
Ceratonereis_(Composetia)_aNoculata	Annelida	No	NA
Laetmonice_pellucida	Annelida	No	NA
Mesorhabdus_paragracilis	Arthropoda	No	2000
AlcyoNomolgus_relativus	Arthropoda	No	NA
Paramolgus_litophyticus	Arthropoda	No	1979
Paramolgus_quadrangulus	Arthropoda	No	1990
Nesippus_crypturus	Arthropoda	No	NA
Pseudohaplogonaria_rodmani	Xenacoelomorpha	No	2007
Scyllarides_astori	Arthropoda	No	NA
DiaphaNosoma_leuchtenbergianum	Arthropoda	No	NA
Thala_jaculanda	Mollusca	No	NA
Triphora_hemphilli	Mollusca	No	NA
Bemlos_barnardi	Arthropoda	No	NA
Antiguraleus_aeneus	Mollusca	No	NA
Oxypleurodon_karubar	Arthropoda	No	1995
Etisus_bargibanti	Arthropoda	No	NA
Provanna_macleani	Mollusca	No	NA
Mithrax_tortugae	Arthropoda	No	1920
Calyptotheca_triquetra	Bryozoa	No	NA
Sclerodomus_denticulatus	Bryozoa	No	NA
Heteropora_alaskensis	Bryozoa	No	1933
Neocallichirus_vigilax	Arthropoda	No	1916
LitogyNodiastylis_vicaria	Arthropoda	No	NA
Dosinia_dunkeri	Mollusca	No	NA
Octopus_pyrum	Mollusca	No	1997
Mesothuria_edwardensis	EchiNodermata	No	1992
Podocerus_ulreungensis	Arthropoda	No	NA
Gingicithara_cylindrica	Mollusca	No	NA
Hormiphora_californensis	CteNophora	No	NA
Diodora_sieboldii	Mollusca	No	NA
CteNogobius_thoropsis	Chordata	No	1987
Baeolidia_salaamica	Mollusca	No	1982
Melithaea_textiformis	Cnidaria	No	NA
Rissoina_alfredi	Mollusca	No	1904
Semelangulus_vincentianus	Mollusca	No	NA
Macoploma_siliqua	Mollusca	No	NA
Africofusus_africanus	Mollusca	No	NA
Tryphosella_compressa	Arthropoda	No	NA
Evansula_incerta	Arthropoda	No	NA
OceaNobdella_blennii	Annelida	No	NA
Eurycope_longiflagrata	Arthropoda	No	1983
Zebrus_zebrus	Chordata	No	NA
Bathyconchoecia_caini	Arthropoda	No	NA
Nerillidopsis_hyalina	Annelida	No	NA
Kroyeria_carchariaeglauci	Arthropoda	No	NA
Bathydrilus_atlanticus	Annelida	No	1979
Raphitoma_alternans	Mollusca	No	NA
Gregorioiscala_pachya	Mollusca	No	NA
Curveulima_devians	Mollusca	No	NA
Gelliodes_leucosolenia	Porifera	No	1934
Clathria_(Thalysias)_oxeota	Porifera	No	NA
Bugula_longissima	Bryozoa	No	1884
Austrodecus_kelpi	Arthropoda	No	1977
Aplidium_vastum	Chordata	No	NA
NippoNophyllum_antarcticum	Annelida	No	1978
Vemaster_sudatlanticus	EchiNodermata	No	1965
Macellomenia_aciculata	Mollusca	No	1999
Atergatis_granulatus	Arthropoda	No	NA
Didymochelia_spongicola	Arthropoda	No	1931
Iphimediella_dominici	Arthropoda	No	1996
Zygomaera_eugeniae	Arthropoda	No	NA
Ultimachelium_tac	Arthropoda	No	2012
Ascorhynchus_utiNomii	Arthropoda	No	1982
Apiomithrax_bocagei	Arthropoda	No	NA
Zoroaster_actiNocles	EchiNodermata	No	1919
Munna_petronastes	Arthropoda	No	1984
Neoarcturus_barnardi	Arthropoda	No	NA
Mesosignum_asperum	Arthropoda	No	1967
Barathronus_pacificus	Chordata	No	NA
Ophidion_dromio	Chordata	No	2003
Iso_flosmaris	Chordata	No	NA
Suezichthys_caudavittatus	Chordata	No	NA
Cochlefelis_insidiator	Chordata	No	NA
Crypthelia_platypoma	Cnidaria	No	NA
Tanacetipathes_thalassoros	Cnidaria	No	2005
Freyella_oligobrachia	EchiNodermata	No	1920
Cossura_alba	Annelida	No	1967
Euphionella_patagonica	Annelida	No	1936
GymNonereis_fauveli	Annelida	No	NA
Xarifia_resex	Arthropoda	No	1983
Metridia_boeckii	Arthropoda	No	NA
Lecane_insulaconae	Rotifera	No	2008
Paranepanthia_brachiata	EchiNodermata	No	NA
Raspailia_(Raspailia)_echinata	Porifera	No	NA
Uroptychodes_grandirostris	Arthropoda	No	NA
Trophon_barnardi	Mollusca	No	1987
ProsadeNoporus_winsori	Nemertea	No	NA
Netta_rufina	Chordata	No	NA
Macromphalina_susoi	Mollusca	No	NA
Macrophthalmus_(Mareotis)_tomentosus	Arthropoda	No	NA
Amalda_rottnestensis	Mollusca	No	1991
Aversovalva_hydrodynamica	Arthropoda	No	1987
Selastele_retiarium	Mollusca	No	NA
Conescharellina_milleporacea	Bryozoa	No	1929
Lepechinella_echinata	Arthropoda	No	NA
Amphideutopus_dolichocephalus	Arthropoda	No	1968
Thalassosmittia_marinus	Arthropoda	No	NA
Sportella_sperabilis	Mollusca	No	NA
Anachis_fenestrata	Mollusca	No	NA
Nematocarcinus_parvus	Arthropoda	No	2000
Telesto_trichostemma	Cnidaria	No	NA
Ellisella_grandiflora	Cnidaria	No	NA
Trianguloscalpellum_balaNoides	Arthropoda	No	NA
Mipus_vicdani	Mollusca	No	NA
Limneria_prolongata	Mollusca	No	NA
Henicoplax_nitida	Arthropoda	No	NA
Goniobranchus_rufomaculatus	Mollusca	No	NA
Nanula_flindersi	Mollusca	No	NA
Volvulella_eburnea	Mollusca	No	NA
Scaphella_evelina	Mollusca	No	NA
Amboplax_peresi	Arthropoda	No	NA
Mesotheres_strombi	Arthropoda	No	NA
Pseudochirella_divaricata	Arthropoda	No	NA
Cletodes_reyssi	Arthropoda	No	NA
Barathronus_parfaiti	Chordata	No	NA
Melanella_martynjordani	Mollusca	No	NA
Alvania_hirta	Mollusca	No	NA
Paulodora_felis	Platyhelminthes	No	NA
Thalassema_viride	Annelida	No	1880
Grantessa_spissa	Porifera	No	NA
EchiNoclathria_egena	Porifera	No	1989
Thenea_pyriformis	Porifera	No	1904
Tethya_maza	Porifera	No	1879
Acantholaimus_megamphis	Nematoda	No	1985
ONoba_filostria	Mollusca	No	NA
Acropora_thurstoni	Cnidaria	No	NA
Amphilimna_cribriformis	EchiNodermata	No	1974
HamiNoea_alfredensis	Mollusca	No	NA
ParapaNoploea_oxygnathia	Arthropoda	No	NA
Macrophiothrix_obtusa	EchiNodermata	No	NA
Spiroplax_spiralis	Arthropoda	No	NA
Numbakulla_pygmaeus	Arthropoda	No	2002
NanNoniscoides_latediffusus	Arthropoda	No	1977
Bopyrione_longicapitata	Arthropoda	No	1982
Diaphus_similis	Chordata	No	NA
Helcogramma_randalli	Chordata	No	2003
Catesbya_pseudomuraena	Chordata	No	NA
Paranthus_chromatoderus	Cnidaria	No	NA
Haliclystus_antarcticus	Cnidaria	No	NA
Chromonephthea_levis	Cnidaria	No	2005
Hydrocorella_africana	Cnidaria	No	NA
Trophodiscus_almus	EchiNodermata	No	1917
Tisbe_gurneyi	Arthropoda	No	NA
Morgana_bisetosa	Annelida	No	2001
NiNoe_falklandica	Annelida	No	1936
Visayasia_lobura	Arthropoda	No	1992
Pseudomacrochiron_parvum	Arthropoda	No	NA
Austroharpa_wilsoni	Mollusca	No	NA
Policordia_cordata	Mollusca	No	1898
Himerometra_persica	EchiNodermata	No	1907
Occultocythereis_angusta	Arthropoda	No	NA
Guraleus_alucinans	Mollusca	No	NA
Phymorhynchus_carinatus	Mollusca	No	NA
Oliva_hirasei	Mollusca	No	1952
Ichthyaria_plana	Bryozoa	No	NA
Volvarina_ingloria	Mollusca	No	NA
Anathelges_hyphalus	Arthropoda	No	NA
Solariorbis_shimeri	Mollusca	No	NA
Maera_vagans	Arthropoda	No	NA
Floresorchestia_aNomala	Arthropoda	No	NA
Prosorhochmus_nelsoni	Nemertea	No	1973
Hespererato_columbella	Mollusca	No	NA
Amastigia_rudis	Bryozoa	No	NA
Actinecta_olivacea	Cnidaria	No	NA
Fastimysia_viastellata	Mollusca	No	NA
Micrancilla_longispira	Mollusca	No	NA
Leptolaimus_vitielloi	Nematoda	No	2013
Pseudoliotia_pulchella	Mollusca	No	NA
Chiromantes_buettikoferi	Arthropoda	No	NA
Versuriga_anadyomene	Cnidaria	No	NA
Scleroplax_littoralis	Arthropoda	No	NA
Higginsium_trisetosum	KiNorhyncha	No	NA
Halicyclops_troglodytes	Arthropoda	No	NA
Ilia_spiNosa	Arthropoda	No	1881
Procampylaspis_mediterranea	Arthropoda	No	NA
AxoNolaimus_arcuatus	Nematoda	No	1950
Viscosia_minudonta	Nematoda	No	1970
Trichometra_delicata	EchiNodermata	No	1911
Hesionides_gohari	Annelida	No	1960
Polycirrus_arenivorus	Annelida	No	NA
Nymphon_chainae	Arthropoda	No	NA
Leuconia_usa	Porifera	No	1942
Sycon_setosum	Porifera	No	1862
Axinyssa_paradoxa	Porifera	No	NA
Callyspongia_ridleyi	Porifera	No	1934
Oceanapia_dura	Porifera	No	NA
Clathria_(Microciona)_similis	Porifera	No	NA
Antho_(Acarnia)_signata	Porifera	No	NA
Tedania_(Tedania)_reticulata	Porifera	No	NA
Hemiasterella_magna	Porifera	No	1993
Meractaea_brucei	Arthropoda	No	1984
Macrophiothrix_hirsuta	EchiNodermata	No	NA
Joeropsis_lentigo	Arthropoda	No	2002
Heteropilumnus_setosus	Arthropoda	No	NA
Pseudanthias_parvirostris	Chordata	No	NA
ENoplolaimus_acanthospiculum	Nematoda	No	1959
Liljeborgia_quinquedentata	Arthropoda	No	NA
Colossendeis_melancholicus	Arthropoda	No	NA
Cladolabes_hamatus	EchiNodermata	No	NA
Ophiodictys_pectorale	EchiNodermata	No	NA
Pseudowhiteleggia_typica	Arthropoda	No	1970
Distaplia_regina	Chordata	No	1990
Polysyncraton_robustum	Chordata	No	2001
Exosphaeroma_iNornata	Arthropoda	No	1958
ChaetoNotus_(ChaetoNotus)_triacanthus	Gastrotricha	No	NA
Myxine_knappi	Chordata	No	1995
Ophidion_lozaNoi	Chordata	No	1990
Leptostomias_robustus	Chordata	No	NA
Enchelybrotula_gomoni	Chordata	No	NA
Narella_gaussi	Cnidaria	No	NA
Dendrobrachia_multispina	Cnidaria	No	NA
Metedwardsia_akkeshi	Cnidaria	No	NA
Stereonephthya_cordylophora	Cnidaria	No	1973
Dipolydora_akaina	Annelida	No	1996
Macellicephala_galapagensis	Annelida	No	1985
Polyschides_pelamidae	Mollusca	No	1979
Cerioxynus_oulophylliae	Arthropoda	No	1986
Xarifia_lacerans	Arthropoda	No	1985
Pillucina_pacifica	Mollusca	No	2001
Volvarina_helenae	Mollusca	No	2003
Opistognathus_verecundus	Chordata	No	2004
Heterocarpus_chani	Arthropoda	No	2006
Uroptychodes_spinulifer	Arthropoda	No	NA
Munidopsis_naginata	Arthropoda	No	2007
Munidopsis_scobina	Arthropoda	No	1894
Trochosodon_praecox	Bryozoa	No	2004
Cephaloscyllium_sarawakensis	Chordata	No	2005
RhiNoclama_abrupta	Mollusca	No	NA
Ensis_myrae	Mollusca	No	NA
Amphithalamus_albus	Mollusca	No	1991
Stosicia_houbricki	Mollusca	No	1996
Circulus_semisculptus	Mollusca	No	NA
Clathurella_rava	Mollusca	No	NA
Gemmula_webberae	Mollusca	No	NA
Philyra_syndactyla	Arthropoda	No	NA
CaeNopedina_annulata	EchiNodermata	No	1940
Puellina_harmeri	Bryozoa	No	NA
StegiNoporella_crassa	Bryozoa	No	NA
Falsitromina_powelli	Mollusca	No	1990
Modiolus_capax	Mollusca	No	NA
Metabetaeus_mcphersonae	Arthropoda	No	2010
Gammaropsis_hephaestus	Arthropoda	No	2009
Chromopleustes_oculatus	Arthropoda	No	NA
Doxander_japonicus	Mollusca	No	NA
Squamophis_albozosteres	EchiNodermata	No	2011
Natica_pygmaea	Mollusca	No	NA
Aurila_meridionalis	Arthropoda	No	NA
Oxydromus_guanicus	Annelida	No	NA
Bullockus_varai	Mollusca	No	NA
Cylichna_brevissima	Mollusca	No	NA
Cushmanidea_sandersi	Arthropoda	No	1958
Malzella_evexa	Arthropoda	No	NA
Triasemperia_stola	EchiNodermata	No	2014
Laetmonice_dolichoceras	Annelida	No	NA
Retilaskeya_horrida	Mollusca	No	NA
KaiNonereis_polaris	Annelida	No	NA
Microstagon_jacksonensis	Mollusca	No	NA
Platytyphlops_orbicularis	Arthropoda	No	NA
Lepadella_minuta	Rotifera	No	NA
Pterodroma_sandwichensis	Chordata	No	NA
Munidopsis_acutispina	Arthropoda	No	1902
Mesocletodes_variabilis	Arthropoda	No	1983
Dactylamblyops_goniops	Arthropoda	No	1907
Cricolaimus_elongatus	Nematoda	No	1914
Chitwoodia_tripapillata	Nematoda	No	1976
Hymedesmia_(Stylopus)_dermata	Porifera	No	NA
Atlantapseudes_nigrichela	Arthropoda	No	1978
Raphitoma_pupoides	Mollusca	No	NA
Lajonkairia_lajonkairii	Mollusca	No	NA
Gibbula_tingitana	Mollusca	No	1901
Auletta_dendrophora	Porifera	No	1904
Iophon_pluricorne	Porifera	No	NA
PlaciNolopha_europae	Porifera	No	NA
Geodia_punctata	Porifera	No	1909
SyNoicum_ramulosum	Chordata	No	1969
Psolus_parvulus	EchiNodermata	No	1974
Cyclaspis_munda	Arthropoda	No	NA
Synalpheus_ancistrorhynchus	Arthropoda	No	1909
Holothuria_(Mertensiothuria)_papillifera	EchiNodermata	No	NA
Laimella_sandrae	Nematoda	No	2000
Gondogeneia_patagonica	Arthropoda	No	1986
Nymphon_braschnikowi	Arthropoda	No	NA
Ophiozonella_granulifera	EchiNodermata	No	1941
Aplidium_acroporum	Chordata	No	1992
Polyandrocarpa_gravei	Chordata	No	1931
Lethotremus_awae	Chordata	No	NA
Novodinia_penichra	EchiNodermata	No	1916
Asconema_fristedti	Porifera	No	2007
Sphaeroma_wadai	Arthropoda	No	1994
Pentidotea_australis	Arthropoda	No	1924
Pomadasys_aheneus	Chordata	No	1995
Scarus_zufar	Chordata	No	1995
Echidna_xanthospilos	Chordata	No	NA
RhiNoraja_kujiensis	Chordata	No	NA
Phymanthus_sansibaricus	Cnidaria	No	NA
Cladocarpus_dofleini	Cnidaria	No	NA
Eunicella_pendula	Cnidaria	No	NA
Chromonephthea_aurantiaca	Cnidaria	No	NA
Ifalukella_yanii	Cnidaria	No	NA
Paraminabea_goslineri	Cnidaria	No	NA
Ramirezia_balsae	Cnidaria	No	NA
Horstileanira_vanderspoeli	Annelida	No	1970
Polyschides_miamiensis	Mollusca	No	1920
Chauliolobion_tectuliferum	Arthropoda	No	1980
Conchyliurus_bombasticus	Arthropoda	No	1961
Jamescookina_redacta	Arthropoda	No	1991
Odontomolgus_pumilus	Arthropoda	No	1992
Neorhabdus_capitaneus	Arthropoda	No	2000
Haplodiscus_piger	Xenacoelomorpha	No	NA
Okamejei_arafurensis	Chordata	No	2008
Paraliparis_wolffi	Chordata	No	2007
Afritrophon_kowieensis	Mollusca	No	NA
Amphithalamus_rauli	Mollusca	No	1991
Splendrillia_hedleyi	Mollusca	No	NA
Lithadia_vertigiNosa	Arthropoda	No	NA
RhiNolambrus_lamelliger	Arthropoda	No	NA
Parasterope_iota	Arthropoda	No	2007
Cellarinella_stellaepolaris	Bryozoa	No	2000
Wolffogebia_giralia	Arthropoda	No	NA
Belomitra_pacifica	Mollusca	No	NA
Myonera_sulcifera	Mollusca	No	NA
Periclimenes_Novaffinis	Arthropoda	No	1997
Parastrophia_queenslandica	Mollusca	No	NA
Paramoera_suchaneki	Arthropoda	No	1995
Austrocephaloides_ingstadi	Arthropoda	No	NA
Serpula_nudiradiata	Annelida	No	2009
Delavalia_bifidia	Arthropoda	No	NA
Eatoniella_victoriae	Mollusca	No	NA
Felimare_tricolor	Mollusca	No	NA
Caryocorbula_luteola	Mollusca	No	NA
Favartia_martini	Mollusca	No	NA
Cylichna_dulcis	Mollusca	No	NA
Idunella_eriopisa	Arthropoda	No	NA
Alpheus_punctatus	Arthropoda	No	2012
Neopodospongia_carlinae	Porifera	No	NA
Argeneuthria_paessleri	Mollusca	No	NA
Portunus_acuminatus	Arthropoda	No	NA
Inquisitor_mastersi	Mollusca	No	NA
Paucibranchia_adenensis	Annelida	No	NA
Neoterebra_doellojuradoi	Mollusca	No	NA
Pycnanthus_laevis	Cnidaria	No	NA
Galeus_mincaronei	Chordata	No	2001
Gammaropsis_dentata	Arthropoda	No	NA
Scillaelepas_gemma	Arthropoda	No	NA
ChaetoNotus_variosquamatus	Gastrotricha	No	1979
Branchellion_torpedinis	Annelida	No	1822
Oncholaimus_attenuatus	Nematoda	No	NA
Sylon_hippolytes	Arthropoda	No	1870
Krachia_obeliscoides	Mollusca	No	NA
TjaerNoeia_exquisita	Mollusca	No	NA
Eudorellopsis_biplicata	Arthropoda	No	NA
Acantholaimus_spinicauda	Nematoda	No	1970
Rhaphoxya_felina	Porifera	No	1989
Theonella_atlantica	Porifera	No	1988
Characella_aspera	Porifera	No	1886
Clavatula_taxea	Mollusca	No	NA
Canthigaster_pygmaea	Chordata	No	NA
Protiara_haeckeli	Cnidaria	No	1902
Neomysis_japonica	Arthropoda	No	1910
Spongia_(Heterofibria)_catarinensis	Porifera	No	NA
Ophiothrix_platyactis	EchiNodermata	No	1939
Hippa_testudinaria	Arthropoda	No	NA
Langitanais_bifidirostris	Arthropoda	No	1978
Ascidia_clementea	Chordata	No	1907
Microcosmus_propinquus	Chordata	No	1881
Pseudodistoma_pilatum	Chordata	No	1992
Santia_hirsuta	Arthropoda	No	1951
Vanhoeffenura_torbeni	Arthropoda	No	1987
Physiculus_nigripinnis	Chordata	No	NA
Lepidotrigla_alcocki	Chordata	No	NA
Valenciennea_bella	Chordata	No	1994
Mugilogobius_tagala	Chordata	No	NA
SoleNostomus_halimeda	Chordata	No	2002
Plectranthias_randalli	Chordata	No	NA
Lile_gracilis	Chordata	No	1990
Paraedwardsia_lemchei	Cnidaria	No	NA
Aglaophenia_whiteleggei	Cnidaria	No	NA
Echinisis_vema	Cnidaria	No	1987
Euplexaura_rhipidalis	Cnidaria	No	NA
Brania_brevipharyngea	Annelida	No	1972
Eteone_tulua	Annelida	No	1988
Lugia_uschakovi	Annelida	No	1992
Paleaequor_psamathe	Annelida	No	1986
Tylorrhynchus_heterochetus	Annelida	No	NA
Batillipes_gilmartini	Tardigrada	No	1969
Kabataella_indica	Arthropoda	No	1984
EchiNolaophonte_mirabilis	Arthropoda	No	NA
Gomumucheres_angularis	Arthropoda	No	1996
Pylopaguridium_markhami	Arthropoda	No	2001
Clibanarius_bimaculatus	Arthropoda	No	NA
Amphimonhystrella_bullacauda	Nematoda	No	2005
Chirostylus_dolichopus	Arthropoda	No	1892
Nerodia_clarkii	Chordata	No	NA
Characella_enae	Porifera	No	NA
Atherinella_alvarezi	Chordata	No	NA
Conus_eldredi	Mollusca	No	NA
Cardomanica_longispinata	Arthropoda	No	NA
Lophogaster_muraNoi	Arthropoda	No	1997
Agathotoma_merlini	Mollusca	No	NA
Lienardia_periscelina	Mollusca	No	NA
Harbansus_felix	Arthropoda	No	1995
Xylocythere_turnerae	Arthropoda	No	1987
Cancellaria_albida	Mollusca	No	NA
TrigoNostoma_goniostoma	Mollusca	No	NA
Michelea_leura	Arthropoda	No	1979
Donax_spiNosus	Mollusca	No	NA
Pentamera_beebei	EchiNodermata	No	1938
Solidobalanus_cidaricola	Arthropoda	No	NA
Decametra_informis	EchiNodermata	No	NA
Slabberia_simulans	Cnidaria	No	NA
Manihinea_lynbeazleyae	Porifera	No	2011
Nanaphora_cylindrica	Mollusca	No	NA
Geodia_vosmaeri	Porifera	No	NA
Pentametrocrinus_diomedeae	EchiNodermata	No	1908
Scaphodactylus_cryptus	Arthropoda	No	NA
Callogorgia_arawak	Cnidaria	No	2014
Rhyssoplax_torriana	Mollusca	No	NA
Metopa_latimana	Arthropoda	No	NA
Mesocletodes_soyeri	Arthropoda	No	NA
Bathylaimus_longisetosus	Nematoda	No	NA
Macrochiron_fucicolum	Arthropoda	No	1872
Ridleia_oviformis	Porifera	No	1888
Plagiostomum_whitmani	Platyhelminthes	No	1911
Paracanthonchus_arcospiculum	Nematoda	No	NA
Leucandra_multifida	Porifera	No	NA
Thorecta_vasiformis	Porifera	No	NA
Amphilectus_americanus	Porifera	No	NA
Psammoclema_vosmaeri	Porifera	No	1884
Spheciospongia_poterionides	Porifera	No	NA
Lepidogyra_alba	Annelida	No	1967
PrioNospio_patagonica	Annelida	No	1923
Dicoides_siphonatus	Arthropoda	No	NA
Cycloachelous_orbicularis	Arthropoda	No	NA
Mastigias_ocellatus	Cnidaria	No	NA
Pseudamphilochus_shoemakeri	Arthropoda	No	NA
Tanystylum_philippinensis	Arthropoda	No	NA
Aplidium_balleniae	Chordata	No	1983
Perophora_hutchisoni	Chordata	No	1859
DyNoides_amblysinus	Arthropoda	No	1954
Sursumura_argentica	Arthropoda	No	1968
Paraliparis_albescens	Chordata	No	NA
NanNobrachium_gibbsi	Chordata	No	2000
Parioglossus_interruptus	Chordata	No	NA
Neopomacentrus_sororius	Chordata	No	2005
JapoNoconger_sivicolus	Chordata	No	NA
Actinia_curta	Cnidaria	No	NA
Edwardsia_rubricollum	Cnidaria	No	NA
Dactylactis_armata	Cnidaria	No	1897
Psammogorgia_arbuscula	Cnidaria	No	NA
CteNophoraster_diploctenius	EchiNodermata	No	1913
Awaous_stamineus	Chordata	No	NA
Praxillella_bransfieldensis	Annelida	No	1989
Syllides_gomezi	Annelida	No	1990
ENoploteuthis_chunii	Mollusca	No	1914
Epacteriscus_rapax	Arthropoda	No	1973
Lernanthropus_longilamina	Arthropoda	No	NA
Molpadiodemas_pediculus	EchiNodermata	No	2005
Caprella_edgari	Arthropoda	No	2004
Catoptometra_hartlaubi	EchiNodermata	No	NA
MegaNodontia_acetabulum	Mollusca	No	2004
Pseudocoris_aequalis	Chordata	No	2008
Pseudodesmodora_bulbosa	Nematoda	No	NA
Dentiovula_azumai	Mollusca	No	NA
Loxorhynchus_crispatus	Arthropoda	No	1857
Symmetromphalus_regularis	Mollusca	No	1990
Fenestrulina_dupla	Bryozoa	No	1990
Hemismittoidea_ennea	Bryozoa	No	1997
Ancistrogobius_yoshigoui	Chordata	No	2010
Tumidochelia_uncinata	Arthropoda	No	NA
Cycloporus_australis	Platyhelminthes	No	NA
Buccinum_chishimanum	Mollusca	No	NA
Hypselaster_affinis	EchiNodermata	No	1948
Alpheus_oahuensis	Arthropoda	No	NA
Hippomedon_geelongi	Arthropoda	No	1888
Ceradocus_spinicauda	Arthropoda	No	NA
Chevroderma_scalpellum	Mollusca	No	1985
Harpiniopsis_pacifica	Arthropoda	No	NA
Onychoteuthis_mollis	Mollusca	No	NA
Metaxia_protolineata	Mollusca	No	NA
Horologica_westiana	Mollusca	No	NA
Roxania_eburneola	Mollusca	No	NA
Coriophora_torpedo	Mollusca	No	NA
Opisthodonta_tridentata	Annelida	No	NA
Porites_flexuosa	Cnidaria	No	NA
Porites_palmata	Cnidaria	No	1846
Phorcosergia_plumea	Arthropoda	No	NA
Penares_intermedius	Porifera	No	NA
Hyala_bella	Mollusca	No	NA
Chrysogorgia_artospira	Cnidaria	No	2011
Parerythrops_bispiNosus	Arthropoda	No	NA
Fulgoraria_concinna	Mollusca	No	NA
Cerithideopsis_montagnei	Mollusca	No	NA
Neolithodes_viNogradovi	Arthropoda	No	1988
Nuuanu_copillius	Arthropoda	No	NA
Acasta_fenestrata	Arthropoda	No	NA
Rostellariella_delicatula	Mollusca	No	NA
Opalia_apostolorum	Mollusca	No	1936
Pandalus_prensor	Arthropoda	No	1860
Myadora_compressa	Mollusca	No	NA
Rhachotropis_abyssalis	Arthropoda	No	2010
Haustorioides_koreanus	Arthropoda	No	NA
Crisia_serrulata	Bryozoa	No	1953
Peristarium_aurora	Mollusca	No	NA
Paracleistostoma_depressum	Arthropoda	No	1895
Tanaocheles_steNochilus	Arthropoda	No	1984
SteNocioNops_coelatus	Arthropoda	No	NA
Eucithara_eumerista	Mollusca	No	NA
Chelicorophium_Nobile	Arthropoda	No	NA
Perotripus_brevis	Arthropoda	No	NA
Xanthocalanus_polarsternae	Arthropoda	No	1998
Polyonyx_thai	Arthropoda	No	2001
CariNosquilla_multicarinata	Arthropoda	No	1848
Littoraria_ianthostoma	Mollusca	No	2002
Sterreria_psammicola	Xenacoelomorpha	No	NA
Nymphaster_leptodomus	EchiNodermata	No	1913
MoNomolgus_baculigerus	Arthropoda	No	NA
Lernanthropus_manicatus	Arthropoda	No	NA
Heterorhabdus_paraspiNosus	Arthropoda	No	2000
Gadila_aequalis	Mollusca	No	1881
Nereis_triangularis	Annelida	No	1982
Ophiocamax_patersoni	EchiNodermata	No	2008
Telmatactis_australiensis	Cnidaria	No	NA
Pseudocalliurichthys_brevianalis	Chordata	No	NA
Neocentropogon_affinis	Chordata	No	NA
Ecsenius_ops	Chordata	No	2001
Mugilogobius_fusculus	Chordata	No	NA
Stolephorus_chinensis	Chordata	No	NA
Callionymus_annulatus	Chordata	No	NA
Bathyraja_bergi	Chordata	No	NA
Anelassorhynchus_sabinus	Annelida	No	NA
Tetranchyroderma_swedmarki	Gastrotricha	No	NA
Argathona_hirsuta	Arthropoda	No	1993
Betamorpha_profunda	Arthropoda	No	1972
Betamorpha_lasia	Arthropoda	No	1977
Cymodoce_amplifrons	Arthropoda	No	1902
